"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,104.760139170324
9.951,104.050020230193
9.952,103.337882596021
9.953,102.623756104026
9.954,101.907671201823
9.955,101.1896589445
9.956,100.46975099032
9.957,99.7479795960355
9.958,99.0243776118455
9.959,98.2989784759601
9.96,97.5718162087911
9.961,96.8429254067648
9.962,96.1123412357523
9.963,95.3800994241188
9.964,94.6462362553974
9.965,93.9107885605784
9.966,93.1737937100283
9.967,92.4352896050192
9.968,91.6953146688944
9.969,90.9539078378574
9.97,90.2111085513849
9.971,89.4669567422793
9.972,88.7214928263471
9.973,87.974757691723
9.974,87.2267926878297
9.975,86.4776396139855
9.976,85.7273407076648
9.977,84.9759386324052
9.978,84.2234764653844
9.979,83.4699976846554
9.98,82.7155461560562
9.981,81.9601661197976
9.982,81.2039021767344
9.983,80.4467992743258
9.984,79.6889026923003
9.985,78.9302580280209
9.986,78.1709111815728
9.987,77.4109083405641
9.988,76.6502959646702
9.989,75.8891207699118
9.99,75.1274297126886
9.991,74.3652699735753
9.992,73.6026889408855
9.993,72.8397341940242
9.994,72.0764534866312
9.995,71.3128947295307
9.996,70.5491059735035
9.997,69.7851353918811
9.998,69.0210312629908
9.999,68.2568419524535
10,67.4926158953529
10.001,66.7284015782843
10.002,65.9642475213045
10.003,65.2002022597927
10.004,64.4363143262341
10.005,63.6726322319492
10.006,62.9092044487773
10.007,62.1460793907289
10.008,61.3833053956264
10.009,60.6209307067537
10.01,59.8590034545106
10.011,59.0975716381132
10.012,58.3366831073479
10.013,57.5763855443726
10.014,56.8167264456237
10.015,56.0577531038117
10.016,55.299512590032
10.017,54.5420517360105
10.018,53.7854171164995
10.019,53.0296550318357
10.02,52.2748114906794
10.021,51.5209321929499
10.022,50.7680625129817
10.023,50.0162474828939
10.024,49.2655317762224
10.025,48.5159596917959
10.026,47.7675751378939
10.027,47.0204216166931
10.028,46.2745422090172
10.029,45.5299795594005
10.03,44.7867758614849
10.031,44.0449728437607
10.032,43.3046117556701
10.033,42.5657333540606
10.034,41.8283778900409
10.035,41.092585096214
10.036,40.3583941743185
10.037,39.6258437832813
10.038,38.8949720276886
10.039,38.1658164466899
10.04,37.4384140033415
10.041,36.7128010743954
10.042,35.989013440538
10.043,35.2670862770938
10.044,34.5470541451881
10.045,33.8289509833853
10.046,33.112810099795
10.047,32.3986641646612
10.048,31.6865452034292
10.049,30.9764845902931
10.05,30.2685130422299
