"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,65.6117517722345
9.951,64.9074135255821
9.952,64.2009559090643
9.953,63.492407277534
9.954,62.7817966033583
9.955,62.0691534730959
9.956,61.3545080838154
9.957,60.6378912390358
9.958,59.9193343443106
9.959,59.1988694024396
9.96,58.4765290083082
9.961,57.7523463433615
9.962,57.0263551697058
9.963,56.2985898238385
9.964,55.5690852100133
9.965,54.8378767932308
9.966,54.10500059187
9.967,53.3704931699402
9.968,52.6343916289807
9.969,51.8967335995937
9.97,51.1575572326133
9.971,50.4169011899236
9.972,49.6748046349148
9.973,48.9313072225944
9.974,48.1864490893458
9.975,47.4402708423441
9.976,46.6928135486356
9.977,45.9441187238735
9.978,45.1942283207324
9.979,44.4431847169899
9.98,43.6910307032924
9.981,42.9378094706052
9.982,42.1835645973534
9.983,41.42834003626
9.984,40.6721801008913
9.985,39.9151294519103
9.986,39.1572330830533
9.987,38.3985363068245
9.988,37.6390847399352
9.989,36.8789242884754
9.99,36.1181011328427
9.991,35.3566617124286
9.992,34.5946527100709
9.993,33.8321210362881
9.994,33.0691138132983
9.995,32.3056783588362
9.996,31.5418621697816
9.997,30.7777129055985
9.998,30.0132783716119
9.999,29.2486065021199
10,28.4837453433619
10.001,27.7187430363457
10.002,26.9536477995543
10.003,26.1885079115414
10.004,25.4233716934228
10.005,24.6582874912876
10.006,23.8933036585332
10.007,23.1284685381389
10.008,22.3638304448935
10.009,21.5994376475977
10.01,20.8353383512335
10.011,20.0715806791407
10.012,19.3082126552066
10.013,18.5452821860603
10.014,17.7828370433281
10.015,17.0209248459322
10.016,16.2595930424573
10.017,15.4988888936025
10.018,14.7388594547337
10.019,13.9795515585475
10.02,13.221011797862
10.021,12.4632865085515
10.022,11.7064217526471
10.023,10.9504633015952
10.024,10.1954566197225
10.025,9.44144684788893
10.026,8.68847878736482
10.027,7.93659688394067
10.028,7.1858452122812
10.029,6.43626746053773
10.03,5.68790691523598
10.031,4.94080644645098
10.032,4.19500849328875
10.033,3.45055504966206
10.034,2.70748765041397
10.035,1.96584735776389
10.036,1.22567474811036
10.037,0.487009899191437
10.038,-0.250107622385318
10.039,-0.985638773230029
10.04,-1.71954504486499
10.041,-2.4517884750205
10.042,-3.1823316585243
10.043,-3.91113775776807
10.044,-4.63817051275599
10.045,-5.36339425071512
10.046,-6.08677389527438
10.047,-6.80827497519422
10.048,-7.52786363264987
10.049,-8.24550663106301
10.05,-8.96117136247467
