"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,154.46641103609
9.951,153.687054578622
9.952,152.906011599433
9.953,152.123324971216
9.954,151.339038141835
9.955,150.553195126581
9.956,149.765840500159
9.957,148.977019388382
9.958,148.186777459595
9.959,147.395160915796
9.96,146.602216483467
9.961,145.807991404103
9.962,145.012533424429
9.963,144.215890786304
9.964,143.418112216305
9.965,142.619246914979
9.966,141.819344545766
9.967,141.018455223574
9.968,140.216629503005
9.969,139.413918366234
9.97,138.610373210515
9.971,137.806045835329
9.972,137.000988429146
9.973,136.195253555816
9.974,135.388894140571
9.975,134.581963455632
9.976,133.774515105429
9.977,132.966603011413
9.978,132.158281396473
9.979,131.349604768944
9.98,130.54062790621
9.981,129.731405837898
9.982,128.921993828673
9.983,128.112447360616
9.984,127.302822115209
9.985,126.493173954911
9.986,125.68355890435
9.987,124.874033131113
9.988,124.064652926163
9.989,123.255474683878
9.99,122.446554881723
9.991,121.637950059575
9.992,120.829716798699
9.993,120.021911700401
9.994,119.214591364367
9.995,118.407812366701
9.996,117.601631237698
9.997,116.796104439334
9.998,115.991288342539
9.999,115.18723920424
10,114.384013144213
10.001,113.581666121759
10.002,112.780253912241
10.003,111.979832083499
10.004,111.180455972167
10.005,110.382180659936
10.006,109.585060949775
10.007,108.789151342145
10.008,107.994506011247
10.009,107.201178781321
10.01,106.40922310303
10.011,105.618692029972
10.012,104.829638195346
10.013,104.042113788792
10.014,103.256170533458
10.015,102.471859663324
10.016,101.689231900796
10.017,100.908337434626
10.018,100.129225898182
10.019,99.3519463480898
10.02,98.5765472432925
10.021,97.8030764245497
10.022,97.031581094414
10.023,96.2621077976953
10.024,95.4947024024702
10.025,94.7294100816341
10.026,93.9662752950398
10.027,93.2053417722445
10.028,92.4466524958846
10.029,91.6902496857003
10.03,90.9361747832351
10.031,90.1844684372268
10.032,89.4351704897151
10.033,88.6883199628559
10.034,87.9439550464984
10.035,87.2021130865014
10.036,86.4628305738214
10.037,85.7261431343738
10.038,84.9920855196741
10.039,84.2606915982714
10.04,83.5319943479767
10.041,82.8060258488867
10.042,82.0828172772041
10.043,81.3623988998617
10.044,80.6448000699368
10.045,79.9300492228655
10.046,79.2181738734385
10.047,78.5092006135855
10.048,77.8031551109306
10.049,77.1000621081126
10.05,76.3999454228601
