"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,50.479026703598
9.951,49.7701266861427
9.952,49.0590776403175
9.953,48.3459094943333
9.954,47.6306528173993
9.955,46.913338814858
9.956,46.1939993229093
9.957,45.4726668029057
9.958,44.7493743352427
9.959,44.0241556128323
9.96,43.29704493416
9.961,42.5680771959391
9.962,41.8372878853529
9.963,41.1047130718951
9.964,40.3703893988134
9.965,39.6343540741536
9.966,38.8966448614212
9.967,38.1573000698452
9.968,37.4163585442745
9.969,36.6738596546968
9.97,35.9298432853868
9.971,35.1843498237005
9.972,34.4374201485099
9.973,33.6890956182979
9.974,32.9394180589112
9.975,32.1884297509848
9.976,31.4361734170488
9.977,30.6826922083149
9.978,29.9280296911693
9.979,29.172229833364
9.98,28.4153369899279
9.981,27.6573958888041
9.982,26.8984516162202
9.983,26.1385496018051
9.984,25.3777356034652
9.985,24.6160556920242
9.986,23.8535562356465
9.987,23.0902838840402
9.988,22.3262855524726
9.989,21.5616084055875
9.99,20.7962998410515
9.991,20.0304074730346
9.992,19.2639791155338
9.993,18.4970627655604
9.994,17.7297065861935
9.995,16.9619588895169
9.996,16.1938681194543
9.997,15.4254828345024
9.998,14.6568516903912
9.999,13.8880234226709
10,13.1190468292443
10.001,12.3499707528511
10.002,11.5808440635234
10.003,10.8117156410218
10.004,10.042634357259
10.005,9.27364905873511
10.006,8.5048085489861
10.007,7.73616157106161
10.008,6.96775679004474
10.009,6.19964277563331
10.01,5.43186798477318
10.011,4.66448074438325
10.012,3.89752923417333
10.013,3.13106146954657
10.014,2.36512528463944
10.015,1.59976831547816
10.016,0.835037983274604
10.017,0.0709814778752724
10.018,-0.692354258624842
10.019,-1.45492254809525
10.02,-2.21667699239817
10.021,-2.97757148921793
10.022,-3.73756024767448
10.023,-4.49659780373155
10.024,-5.25463903535499
10.025,-6.01163917744394
10.026,-6.76755383650239
10.027,-7.52233900504664
10.028,-8.27595107574084
10.029,-9.02834685525069
10.03,-9.77948357780223
10.031,-10.5293189184378
10.032,-11.2778110059533
10.033,-12.024918435534
10.034,-12.7706002810381
10.035,-13.5148161069572
10.036,-14.2575259800243
10.037,-14.9986904804701
10.038,-15.7382707129203
10.039,-16.4762283169247
10.04,-17.212525477109
10.041,-17.9471249329494
10.042,-18.6799899881631
10.043,-19.4110845197022
10.044,-20.140372986358
10.045,-20.8678204369582
10.046,-21.593392518167
10.047,-22.3170554818709
10.048,-23.0387761921563
10.049,-23.7585221318752
10.05,-24.4762614087944
