"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,-176.087703151034
9.951,-176.812913891793
9.952,-177.539713403994
9.953,-178.268065792292
9.954,-178.997934609733
9.955,-179.729282864978
9.956,179.537926970085
9.957,178.803732952321
9.958,178.068173658934
9.959,177.331288178656
9.96,176.593116102537
9.961,175.853697514335
9.962,175.11307298051
9.963,174.371283539821
9.964,173.628370692532
9.965,172.88437638922
9.966,172.139343019208
9.967,171.393313398589
9.968,170.646330757889
9.969,169.898438729347
9.97,169.149681333813
9.971,168.400102967289
9.972,167.649748387101
9.973,166.898662697721
9.974,166.146891336239
9.975,165.394480057485
9.976,164.641474918837
9.977,163.887922264685
9.978,163.133868710591
9.979,162.379361127142
9.98,161.624446623505
9.981,160.869172530703
9.982,160.113586384616
9.983,159.357735908719
9.984,158.601668996576
9.985,157.8454336941
9.986,157.089078181592
9.987,156.332650755567
9.988,155.576199810401
9.989,154.819773819791
9.99,154.063421318058
9.991,153.307190881306
9.992,152.551131108457
9.993,151.795290602166
9.994,151.039717949655
9.995,150.28446170346
9.996,149.529570362134
9.997,148.775092350896
9.998,148.021076002275
9.999,147.267569536746
10,146.514621043384
10.001,145.762278460559
10.002,145.010589556688
10.003,144.259601911063
10.004,143.509362894773
10.005,142.759919651754
10.006,142.011319079957
10.007,141.26360781269
10.008,140.51683220012
10.009,139.771038290985
10.01,139.026271814505
10.011,138.282578162531
10.012,137.540002371956
10.013,136.798589107377
10.014,136.058382644055
10.015,135.319426851185
10.016,134.581765175478
10.017,133.845440625084
10.018,133.110495753879
10.019,132.376972646113
10.02,131.64491290145
10.021,130.914357620397
10.022,130.185347390169
10.023,129.457922270956
10.024,128.732121782648
10.025,128.007984892002
10.026,127.285550000271
10.027,126.564854931314
10.028,125.845936920175
10.029,125.128832602166
10.03,124.413578002432
10.031,123.700208526036
10.032,122.988758948554
10.033,122.279263407172
10.034,121.571755392318
10.035,120.866267739818
10.036,120.162832623571
10.037,119.461481548764
10.038,118.762245345607
10.039,118.065154163608
10.04,117.370237466373
10.041,116.677524026938
10.042,115.987041923624
10.043,115.298818536423
10.044,114.612880543898
10.045,113.929253920605
10.046,113.24796393502
10.047,112.56903514798
10.048,111.892491411615
10.049,111.218355868778
10.05,110.546650952959
