"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,140.641273700701
9.951,139.858143682001
9.952,139.073230533138
9.953,138.286578468641
9.954,137.498232371452
9.955,136.708237790523
9.956,135.916640938142
9.957,135.123488686972
9.958,134.32882856678
9.959,133.532708760825
9.96,132.735178101889
9.961,131.936286067917
9.962,131.136082777238
9.963,130.334618983349
9.964,129.531946069225
9.965,128.728116041129
9.966,127.923181521899
9.967,127.117195743676
9.968,126.310212540045
9.969,125.502286337575
9.97,124.693472146707
9.971,123.88382555199
9.972,123.073402701608
9.973,122.262260296209
9.974,121.450455576979
9.975,120.638046312957
9.976,119.825090787568
9.977,119.011647784345
9.978,118.197776571837
9.979,117.383536887668
9.98,116.568988921758
9.981,115.754193298664
9.982,114.939211059064
9.983,114.124103640349
9.984,113.308932856339
9.985,112.493760876112
9.986,111.678650201952
9.987,110.863663646412
9.988,110.048864308513
9.989,109.234315549084
9.99,108.420080965248
9.991,107.606224364086
9.992,106.792809735487
9.993,105.979901224221
9.994,105.167563101241
9.995,104.355859734265
9.996,103.544855557666
9.997,102.734615041685
9.998,101.925202661042
9.999,101.116682862958
10,100.309120034648
10.001,99.5025784703163
10.002,98.6971223377307
10.003,97.8928156443983
10.004,97.0897222034146
10.005,96.2879055990396
10.006,95.4874291520563
10.007,94.6883558849693
10.008,93.8907484871083
10.009,93.0946692797045
10.01,92.3001801809804
10.011,91.507342671346
10.012,90.7162177587524
10.013,89.9268659442463
10.014,89.1393471878334
10.015,88.3537208746776
10.016,87.5700457817127
10.017,86.7883800447299
10.018,86.0087811260027
10.019,85.231305782506
10.02,84.4560100347883
10.021,83.6829491365558
10.022,82.9121775450299
10.023,82.1437488921099
10.024,81.3777159564235
10.025,80.6141306362815
10.026,79.8530439236027
10.027,79.0945058788478
10.028,78.3385656069975
10.029,77.5852712346142
10.03,76.8346698880229
10.031,76.0868076726412
10.032,75.3417296534922
10.033,74.5994798368996
10.034,73.8601011534263
10.035,73.1236354420379
10.036,72.3901234355266
10.037,71.6596047471981
10.038,70.9321178588283
10.039,70.2077001098986
10.04,69.4863876881108
10.041,68.7682156211758
10.042,68.053217769871
10.043,67.3414268223665
10.044,66.6328742897961
10.045,65.9275905030738
10.046,65.2256046109257
10.047,64.5269445791305
10.048,63.8316371909402
10.049,63.1397080486571
10.05,62.4511815763462
