"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,41.2509366561898
9.951,40.5307597053172
9.952,39.8083393928505
9.953,39.0837082005963
9.954,38.3568992791731
9.955,37.6279464407876
9.956,36.8968841515625
9.957,36.1637475234031
9.958,35.4285723054343
9.959,34.6913948749977
9.96,33.9522522282172
9.961,33.2111819701514
9.962,32.4682223045293
9.963,31.7234120230851
9.964,30.9767904945031
9.965,30.2283976529753
9.966,29.4782739863951
9.967,28.7264605241772
9.968,27.9729988247393
9.969,27.2179309626425
9.97,26.461299515401
9.971,25.7031475499857
9.972,24.943518609018
9.973,24.1824566966832
9.974,23.4200062643616
9.975,22.6562121960001
9.976,21.8911197932362
9.977,21.1247747602783
9.978,20.357223188573
9.979,19.5885115412542
9.98,18.8186866374002
9.981,18.0477956361082
9.982,17.275886020396
9.983,16.5030055809471
9.984,15.7292023997153
9.985,14.9545248333933
9.986,14.1790214967692
9.987,13.4027412459676
9.988,12.6257331616074
9.989,11.8480465318697
9.99,11.0697308355007
9.991,10.2908357247554
9.992,9.5114110082912
9.993,8.73150663403102
9.994,7.95117267199646
9.995,7.17045929712808
9.996,6.38941677210518
9.997,5.60809543016258
9.998,4.82654565793167
9.999,4.04481787830166
10,3.26296253331809
10.001,2.48103006712016
10.002,1.69907090893414
10.003,0.917135456127055
10.004,0.135274057325116
10.005,-0.646463004385418
10.006,-1.42802552817498
10.007,-2.20936341209658
10.008,-2.99042666961049
10.009,-3.77116544599437
10.01,-4.55153003465311
10.011,-5.33147089329333
10.012,-6.11093865996701
10.013,-6.88988416899769
10.014,-7.66825846674096
10.015,-8.44601282720607
10.016,-9.22309876752055
10.017,-9.99946806322934
10.018,-10.7750727634217
10.019,-11.5498652056827
10.02,-12.323798030862
10.021,-13.096824197652
10.022,-13.8688969969606
10.023,-14.6399700660959
10.024,-15.409997402721
10.025,-16.1789333786063
10.026,-16.946732753151
10.027,-17.7133506866722
10.028,-18.4787427534575
10.029,-19.2428649545754
10.03,-20.0056737304311
10.031,-20.7671259730656
10.032,-21.5271790381818
10.033,-22.2857907569187
10.034,-23.0429194473248
10.035,-23.7985239255613
10.036,-24.552563516806
10.037,-25.3049980658628
10.038,-26.0557879474675
10.039,-26.8048940762823
10.04,-27.5522779165715
10.041,-28.297901491557
10.042,-29.0417273924476
10.043,-29.783718787129
10.044,-30.5238394285214
10.045,-31.262053662586
10.046,-31.9983264359895
10.047,-32.7326233034082
10.048,-33.4649104344779
10.049,-34.195154620382
10.05,-34.9233232800734
