"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,89.5254593023925
9.951,88.8275620403143
9.952,88.1275693727162
9.953,87.4255080676316
9.954,86.7214055041561
9.955,86.0152896704893
9.956,85.3071891616329
9.957,84.5971331767253
9.958,83.8851515160311
9.959,83.171274577566
9.96,82.4555333533562
9.961,81.7379594253366
9.962,81.0185849608757
9.963,80.2974427079288
9.964,79.5745659898208
9.965,78.8499886996482
9.966,78.1237452943105
9.967,77.3958707881513
9.968,76.6664007462298
9.969,75.9353712772086
9.97,75.2028190258557
9.971,74.4687811651728
9.972,73.7332953881348
9.973,72.9963998990555
9.974,72.2581334045699
9.975,71.5185351042388
9.976,70.7776446807818
9.977,70.0355022899267
9.978,69.2921485498984
9.979,68.5476245305307
9.98,67.801971742017
9.981,67.0552321232995
9.982,66.3074480300994
9.983,65.5586622225941
9.984,64.8089178527501
9.985,64.0582584513096
9.986,63.3067279144461
9.987,62.5543704900826
9.988,61.8012307638959
9.989,61.0473536449977
9.99,60.2927843513129
9.991,59.5375683946577
9.992,58.7817515655232
9.993,58.0253799175833
9.994,57.2684997519258
9.995,56.5111576010231
9.996,55.7534002124561
9.997,54.995274532388
9.998,54.2368276888198
9.999,53.4781069746228
10,52.7191598303708
10.001,51.960033826976
10.002,51.2007766481504
10.003,50.4414360727033
10.004,49.6820599566827
10.005,48.9226962153872
10.006,48.1633928052536
10.007,47.4041977056362
10.008,46.6451589004967
10.009,45.8863243600257
10.01,45.1277420221908
10.011,44.369459774255
10.012,43.6115254342706
10.013,42.853986732546
10.014,42.0968912931412
10.015,41.3402866153782
10.016,40.5842200553936
10.017,39.8287388077524
10.018,39.0738898871403
10.019,38.3197201101501
10.02,37.5662760771777
10.021,36.8136041544492
10.022,36.0617504562018
10.023,35.3107608270142
10.024,34.5606808243379
10.025,33.8115557012113
10.026,33.0634303891975
10.027,32.316349481555
10.028,31.5703572166558
10.029,30.8254974616668
10.03,30.0818136965145
10.031,29.3393489981453
10.032,28.5981460251043
10.033,27.8582470024211
10.034,27.1196937068581
10.035,26.3825274524984
10.036,25.6467890767072
10.037,24.9125189264716
10.038,24.1797568451305
10.039,23.4485421595084
10.04,22.718913667467
10.041,21.9909096258777
10.042,21.2645677390274
10.043,20.5399251474719
10.044,19.8170184173352
10.045,19.0958835300729
10.046,18.3765558726958
10.047,17.6590702284709
10.048,16.943460768097
10.049,16.2297610413607
10.05,15.5180039692797
