Frequency (GHz),Phase (deg)
9.95,-141.149198779554
9.951,-141.720565777158
9.952,-142.292677576518
9.953,-142.865523064534
9.954,-143.439090981535
9.955,-144.013369921278
9.956,-144.58834833099
9.957,-145.164014511486
9.958,-145.740356617319
9.959,-146.317362657002
9.96,-146.895020493292
9.961,-147.47331784352
9.962,-148.052242279999
9.963,-148.631781230483
9.964,-149.211921978698
9.965,-149.792651664936
9.966,-150.373957286708
9.967,-150.955825699483
9.968,-151.538243617477
9.969,-152.121197614521
9.97,-152.704674125002
9.971,-153.288659444865
9.972,-153.873139732702
9.973,-154.458101010907
9.974,-155.043529166899
9.975,-155.629409954436
9.976,-156.215728994989
9.977,-156.802471779202
9.978,-157.389623668426
9.979,-157.977169896329
9.98,-158.565095570584
9.981,-159.153385674639
9.982,-159.742025069558
9.983,-160.330998495949
9.984,-160.920290575964
9.985,-161.50988581538
9.986,-162.099768605756
9.987,-162.689923226675
9.988,-163.280333848056
9.989,-163.870984532552
9.99,-164.461859238016
9.991,-165.05294182005
9.992,-165.644216034634
9.993,-166.235665540817
9.994,-166.8272739035
9.995,-167.419024596281
9.996,-168.010901004374
9.997,-168.60288642761
9.998,-169.194964083495
9.999,-169.787117110347
10.0,-170.379328570497
10.001,-170.971581453564
10.002,-171.563858679782
10.003,-172.156143103405
10.004,-172.748417516167
10.005,-173.340664650801
10.006,-173.932867184623
10.007,-174.525007743167
10.008,-175.117068903877
10.009,-175.70903319985
10.01,-176.300883123634
10.011,-176.892601131069
10.012,-177.484169645172
10.013,-178.075571060078
10.014,-178.666787745006
10.015,-179.257802048275
10.016,-179.848596301348
10.017,-180.43915282292
10.018,-181.029453923024
10.019,-181.619481907171
10.02,-182.209219080519
10.021,-182.79864775206
10.022,-183.387750238821
10.023,-183.976508870095
10.024,-184.564905991672
10.025,-185.152923970089
10.026,-185.740545196887
10.027,-186.327752092867
10.028,-186.914527112353
10.029,-187.500852747449
10.03,-188.086711532302
10.031,-188.672086047342
10.032,-189.256958923516
10.033,-189.841312846525
10.034,-190.425130561015
10.035,-191.008394874774
10.036,-191.59108866289
10.037,-192.173194871892
10.038,-192.754696523858
10.039,-193.335576720492
10.04,-193.91581864717
10.041,-194.495405576938
10.042,-195.074320874488
10.043,-195.65254800007
10.044,-196.230070513375
10.045,-196.806872077357
10.046,-197.382936462018
10.047,-197.95824754812
10.048,-198.532789330863
10.049,-199.106545923487
10.05,-199.679501560819
