"interElementDistance [mm]","Freq [GHz]","cang_deg(St(port2_T1,port1_T1)) [deg]"
80,10.045,34.4732812736382
80,10.046,34.0403448786368
80,10.047,33.6081881883752
80,10.048,33.1768235583631
80,10.049,32.7462631413516
80,10.05,32.3165188855667
90,9.95,-38.3825325686339
90,9.951,-38.8279351588222
90,9.952,-39.2741112245709
90,9.953,-39.7210503309569
90,9.954,-40.168741824861
90,9.955,-40.6171748355293
90,9.956,-41.0663382752568
90,9.957,-41.5162208402043
90,9.958,-41.9668110113373
90,9.959,-42.4180970554959
90,9.96,-42.8700670265987
90,9.961,-43.3227087669745
90,9.962,-43.7760099088307
90,9.963,-44.229957875855
90,9.964,-44.6845398849507
90,9.965,-45.13974294811
90,9.966,-45.5955538744199
90,9.967,-46.0519592722109
90,9.968,-46.5089455513364
90,9.969,-46.9664989255911
90,9.97,-47.4246054152681
90,9.971,-47.8832508498493
90,9.972,-48.3424208708356
90,9.973,-48.8021009347085
90,9.974,-49.2622763160308
90,9.975,-49.7229321106787
90,9.976,-50.1840532392058
90,9.977,-50.6456244503436
90,9.978,-51.1076303246257
90,9.979,-51.570055278146
90,9.98,-52.0328835664408
90,9.981,-52.4960992884963
90,9.982,-52.9596863908793
90,9.983,-53.4236286719898
90,9.984,-53.8879097864279
90,9.985,-54.3525132494808
90,9.986,-54.8174224417173
90,9.987,-55.2826206136988
90,9.988,-55.7480908907896
90,9.989,-56.2138162780763
90,9.99,-56.6797796653842
90,9.991,-57.14596383239
90,9.992,-57.61235145383
90,9.993,-58.078925104793
90,9.994,-58.5456672661019
90,9.995,-59.0125603297743
90,9.996,-59.4795866045577
90,9.997,-59.9467283215424
90,9.998,-60.4139676398361
90,9.999,-60.881286652305
90,10,-61.3486673913718
90,10.001,-61.8160918348694
90,10.002,-62.2835419119413
90,10.003,-62.7509995089861
90,10.004,-63.2184464756434
90,10.005,-63.6858646308096
90,10.006,-64.1532357686854
90,10.007,-64.6205416648461
90,10.008,-65.0877640823312
90,10.009,-65.5548847777424
90,10.01,-66.0218855073582
90,10.011,-66.4887480332434
90,10.012,-66.9554541293552
90,10.013,-67.4219855876524
90,10.014,-67.8883242241785
90,10.015,-68.3544518851322
90,10.016,-68.8203504529154
90,10.017,-69.2860018521506
90,10.018,-69.7513880556638
90,10.019,-70.2164910904291
90,10.02,-70.681293043471
90,10.021,-71.1457760677166
90,10.022,-71.6099223877906
90,10.023,-72.0737143057602
90,10.024,-72.5371342068066
90,10.025,-73.000164564837
90,10.026,-73.4627879480207
90,10.027,-73.9249870242482
90,10.028,-74.3867445665101
90,10.029,-74.8480434581924
90,10.03,-75.3088666982814
90,10.031,-75.7691974064763
90,10.032,-76.229018828201
90,10.033,-76.6883143395271
90,10.034,-77.1470674519804
90,10.035,-77.6052618172489
90,10.036,-78.0628812317775
90,10.037,-78.5199096412497
90,10.038,-78.9763311449564
90,10.039,-79.4321300000444
90,10.04,-79.8872906256434
90,10.041,-80.341797606871
90,10.042,-80.795635698714
90,10.043,-81.2487898297795
90,10.044,-81.7012451059208
90,10.045,-82.1529868137285
90,10.046,-82.6040004238948
90,10.047,-83.05427159444
90,10.048,-83.503786173807
90,10.049,-83.9525302038214
90,10.05,-84.4004899225149
100,9.95,-157.197393687716
100,9.951,-157.652752725012
100,9.952,-158.108884432856
100,9.953,-158.565778916124
100,9.954,-159.023426072823
100,9.955,-159.481815594458
100,9.956,-159.940936966491
100,9.957,-160.400779468931
100,9.958,-160.861332177026
100,9.959,-161.322583962084
100,9.96,-161.784523492404
100,9.961,-162.247139234333
100,9.962,-162.710419453437
100,9.963,-163.174352215803
100,9.964,-163.638925389458
100,9.965,-164.104126645913
100,9.966,-164.56994346183
100,9.967,-165.036363120822
100,9.968,-165.503372715368
100,9.969,-165.97095914886
100,9.97,-166.439109137777
100,9.971,-166.907809213977
100,9.972,-167.377045727131
100,9.973,-167.846804847262
100,9.974,-168.317072567429
100,9.975,-168.787834706521
100,9.976,-169.259076912183
100,9.977,-169.730784663865
100,9.978,-170.202943275991
100,9.979,-170.675537901246
100,9.98,-171.148553533992
100,9.981,-171.621975013794
100,9.982,-172.095787029065
100,9.983,-172.569974120827
100,9.984,-173.044520686586
100,9.985,-173.519410984315
100,9.986,-173.994629136543
100,9.987,-174.470159134564
100,9.988,-174.945984842731
100,9.989,-175.422090002865
100,9.99,-175.898458238755
100,9.991,-176.375073060757
100,9.992,-176.851917870485
100,9.993,-177.328975965587
100,9.994,-177.806230544611
100,9.995,-178.283664711953
100,9.996,-178.76126148288
100,9.997,-179.239003788632
100,9.998,-179.71687448159
100,9.999,-180.194856340517
100,10,-180.672932075857
100,10.001,-181.151084335096
100,10.002,-181.629295708173
100,10.003,-182.107548732948
100,10.004,-182.585825900712
100,10.005,-183.064109661735
100,10.006,-183.542382430858
100,10.007,-184.020626593112
100,10.008,-184.49882450937
100,10.009,-184.976958522011
100,10.01,-185.455010960615
100,10.011,-185.932964147668
100,10.012,-186.410800404265
100,10.013,-186.888502055832
100,10.014,-187.366051437842
100,10.015,-187.843430901518
100,10.016,-188.320622819537
100,10.017,-188.797609591708
100,10.018,-189.274373650642
100,10.019,-189.750897467382
100,10.02,-190.227163557021
100,10.021,-190.70315448427
100,10.022,-191.178852869
100,10.023,-191.654241391732
100,10.024,-192.129302799083
100,10.025,-192.604019909165
100,10.026,-193.078375616917
100,10.027,-193.552352899386
100,10.028,-194.025934820937
100,10.029,-194.499104538402
100,10.03,-194.971845306148
100,10.031,-195.444140481076
100,10.032,-195.915973527531
100,10.033,-196.387328022142
100,10.034,-196.85818765856
100,10.035,-197.32853625212
100,10.036,-197.798357744394
100,10.037,-198.267636207661
100,10.038,-198.736355849274
100,10.039,-199.204501015915
100,10.04,-199.672056197763
100,10.041,-200.139006032535
100,10.042,-200.605335309434
100,10.043,-201.071028972973
100,10.044,-201.536072126692
100,10.045,-202.000450036756
100,10.046,-202.464148135437
100,10.047,-202.927152024477
100,10.048,-203.389447478325
100,10.049,-203.851020447262
100,10.05,-204.311857060393
110,9.95,92.589304179571
110,9.951,92.071936208405
110,9.952,91.5540827990097
110,9.953,91.0357558094665
110,9.954,90.5169672142967
110,9.955,89.997729103345
110,9.956,89.4780536806139
110,9.957,88.9579532630369
110,9.958,88.437440279206
110,9.959,87.9165272680425
110,9.96,87.3952268774115
110,9.961,86.8735518626865
110,9.962,86.3515150852563
110,9.963,85.8291295109783
110,9.964,85.3064082085785
110,9.965,84.7833643479951
110,9.966,84.2600111986717
110,9.967,83.7363621277882
110,9.968,83.2124305984461
110,9.969,82.6882301677956
110,9.97,82.163774485108
110,9.971,81.6390772897981
110,9.972,81.1141524093892
110,9.973,80.5890137574293
110,9.974,80.0636753313517
110,9.975,79.5381512102857
110,9.976,79.0124555528166
110,9.977,78.4866025946909
110,9.978,77.9606066464774
110,9.979,77.4344820911733
110,9.98,76.9082433817656
110,9.981,76.3819050387434
110,9.982,75.8554816475626
110,9.983,75.3289878560645
110,9.984,74.8024383718513
110,9.985,74.2758479596148
110,9.986,73.7492314384253
110,9.987,73.2226036789742
110,9.988,72.695979600781
110,9.989,72.1693741693565
110,9.99,71.6428023933305
110,9.991,71.1162793215426
110,9.992,70.5898200400948
110,9.993,70.0634396693738
110,9.994,69.5371533610378
110,9.995,69.0109762949729
110,9.996,68.4849236762224
110,9.997,67.9590107318828
110,9.998,67.4332527079786
110,9.999,66.9076648663096
110,10,66.3822624812775
110,10.001,65.8570608366878
110,10.002,65.3320752225349
110,10.003,64.8073209317705
110,10.004,64.2828132570516
110,10.005,63.7585674874798
110,10.006,63.234598905326
110,10.007,62.7109227827438
110,10.008,62.1875543784752
110,10.009,61.6645089345553
