Frequency (GHz),Phase (deg)
9.95,-57.8621847298113
9.951,-58.2311574457517
9.952,-58.6009515183141
9.953,-58.9715548379489
9.954,-59.3429550420024
9.955,-59.7151395161162
9.956,-60.0880953957925
9.957,-60.4618095681315
9.958,-60.8362686737349
9.959,-61.2114591087797
9.96,-61.5873670272667
9.961,-61.9639783434378
9.962,-62.3412787343681
9.963,-62.719253642731
9.964,-63.0978882797344
9.965,-63.477167628233
9.966,-63.8570764460087
9.967,-64.2375992692294
9.968,-64.6187204160735
9.969,-65.0004239905262
9.97,-65.3826938863463
9.971,-65.7655137911983
9.972,-66.1488671909527
9.973,-66.5327373741469
9.974,-66.9171074366106
9.975,-67.3019602862496
9.976,-67.6872786479835
9.977,-68.0730450688425
9.978,-68.4592419232089
9.979,-68.8458514182093
9.98,-69.2328555992494
9.981,-69.6202363556876
9.982,-70.0079754266454
9.983,-70.3960544069502
9.984,-70.7844547532017
9.985,-71.173157789965
9.986,-71.5621447160767
9.987,-71.9513966110684
9.988,-72.3408944416927
9.989,-72.7306190685547
9.99,-73.1205512528372
9.991,-73.5106716631175
9.992,-73.9009608822694
9.993,-74.2913994144421
9.994,-74.6819676921134
9.995,-75.0726460832078
9.996,-75.4634148982737
9.997,-75.8542543977168
9.998,-76.2451447990764
9.999,-76.6360662843444
10.0,-77.026999007315
10.001,-77.4179231009637
10.002,-77.808818684844
10.003,-78.199665872496
10.004,-78.5904447788635
10.005,-78.9811355277069
10.006,-79.3717182590096
10.007,-79.76217313637
10.008,-80.1524803543708
10.009,-80.5426201459173
10.01,-80.9325727895463
10.011,-81.3223186166873
10.012,-81.7118380188732
10.013,-82.1011114549055
10.014,-82.4901194579466
10.015,-82.8788426425487
10.016,-83.2672617116088
10.017,-83.6553574632421
10.018,-84.0431107975678
10.019,-84.4305027234031
10.02,-84.8175143648604
10.021,-85.20412696784
10.022,-85.5903219064105
10.023,-85.9760806890825
10.024,-86.3613849649544
10.025,-86.746216529741
10.026,-87.1305573316706
10.027,-87.5143894772492
10.028,-87.8976952368873
10.029,-88.2804570503879
10.03,-88.6626575322877
10.031,-89.0442794770507
10.032,-89.4253058641066
10.033,-89.8057198627444
10.034,-90.185504836837
10.035,-90.5646443494138
10.036,-90.9431221670663
10.037,-91.3209222641917
10.038,-91.6980288270697
10.039,-92.0744262577715
10.04,-92.4500991778978
10.041,-92.8250324321477
10.042,-93.1992110917165
10.043,-93.5726204575192
10.044,-93.9452460632439
10.045,-94.3170736782293
10.046,-94.6880893101721
10.047,-95.0582792076585
10.048,-95.427629862525
10.049,-95.7961280120471
10.05,-96.1637606409569
