Frequency (GHz),Phase (deg)
9.95,-171.396759643746
9.951,-171.787719932282
9.952,-172.179350707407
9.953,-172.571643243957
9.954,-172.964588618487
9.955,-173.358177709546
9.956,-173.75240119805
9.957,-174.147249567772
9.958,-174.54271310593
9.959,-174.938781903889
9.96,-175.335445857975
9.961,-175.732694670399
9.962,-176.130517850296
9.963,-176.528904714878
9.964,-176.927844390703
9.965,-177.327325815056
9.966,-177.727337737451
9.967,-178.127868721254
9.968,-178.528907145411
9.969,-178.930441206308
9.97,-179.332458919745
9.971,-179.734948123019
9.972,-180.137896477144
9.973,-180.541291469169
9.974,-180.945120414632
9.975,-181.349370460118
9.976,-181.754028585941
9.977,-182.159081608939
9.978,-182.564516185388
9.979,-182.970318814027
9.98,-183.376475839199
9.981,-183.782973454097
9.982,-184.189797704131
9.983,-184.596934490398
9.984,-185.00436957326
9.985,-185.412088576024
9.986,-185.820076988732
9.987,-186.22832017205
9.988,-186.636803361253
9.989,-187.045511670309
9.99,-187.454430096059
9.991,-187.863543522484
9.992,-188.272836725063
9.993,-188.682294375219
9.994,-189.091901044844
9.995,-189.501641210906
9.996,-189.911499260129
9.997,-190.32145949375
9.998,-190.731506132346
9.999,-191.141623320721
10.0,-191.551795132858
10.001,-191.962005576935
10.002,-192.372238600387
10.003,-192.78247809502
10.004,-193.19270790218
10.005,-193.602911817954
10.006,-194.013073598411
10.007,-194.423176964886
10.008,-194.833205609283
10.009,-195.24314319941
10.01,-195.652973384329
10.011,-196.062679799734
10.012,-196.472246073326
10.013,-196.881655830212
10.014,-197.290892698292
10.015,-197.69994031366
10.016,-198.108782325987
10.017,-198.517402403902
10.018,-198.925784240357
10.019,-199.33391155797
10.02,-199.741768114349
10.021,-200.149337707389
10.022,-200.556604180533
10.023,-200.963551428003
10.024,-201.370163399983
10.025,-201.776424107768
10.026,-202.182317628855
10.027,-202.587828111991
10.028,-202.992939782154
10.029,-203.397636945484
10.03,-203.801903994147
10.031,-204.205725411128
10.032,-204.609085774956
10.033,-205.011969764358
10.034,-205.41436216283
10.035,-205.816247863128
10.036,-206.217611871679
10.037,-206.6184393129
10.038,-207.018715433428
10.039,-207.418425606264
10.04,-207.817555334811
10.041,-208.216090256823
10.042,-208.614016148248
10.043,-209.011318926977
10.044,-209.407984656478
10.045,-209.803999549332
10.046,-210.199349970657
10.047,-210.594022441428
10.048,-210.988003641674
10.049,-211.381280413575
10.05,-211.773839764443
