Frequency (GHz),Phase (deg)
9.95,-48.1692161223275
9.951,-48.5719380525879
9.952,-48.9754471935292
9.953,-49.37973222353
9.954,-49.7847815916577
9.955,-50.1905835188306
9.956,-50.5971259991201
9.957,-51.0043968012038
9.958,-51.4123834699572
9.959,-51.8210733281949
9.96,-52.2304534785595
9.961,-52.6405108055567
9.962,-53.0512319777396
9.963,-53.4626034500438
9.964,-53.8746114662674
9.965,-54.2872420617045
9.966,-54.7004810659224
9.967,-55.1143141056948
9.968,-55.5287266080762
9.969,-55.9437038036259
9.97,-56.3592307297806
9.971,-56.7752922343688
9.972,-57.1918729792728
9.973,-57.6089574442305
9.974,-58.0265299307802
9.975,-58.4445745663439
9.976,-58.8630753084461
9.977,-59.2820159490721
9.978,-59.7013801191526
9.979,-60.1211512931839
9.98,-60.5413127939713
9.981,-60.9618477974975
9.982,-61.3827393379132
9.983,-61.8039703126447
9.984,-62.2255234876142
9.985,-62.6473815025724
9.986,-63.0695268765352
9.987,-63.4919420133266
9.988,-63.9146092072156
9.989,-64.3375106486502
9.99,-64.7606284300793
9.991,-65.1839445518588
9.992,-65.6074409282405
9.993,-66.0310993934324
9.994,-66.4549017077321
9.995,-66.8788295637242
9.996,-67.3028645925355
9.997,-67.7269883701491
9.998,-68.1511824237635
9.999,-68.5754282381965
10.0,-68.9997072623268
10.001,-69.4240009155691
10.002,-69.8482905943747
10.003,-70.272557678752
10.004,-70.6967835388051
10.005,-71.1209495412789
10.006,-71.5450370561078
10.007,-71.9690274629652
10.008,-72.3929021578021
10.009,-72.8166425593698
10.01,-73.2402301157302
10.011,-73.6636463107335
10.012,-74.0868726704644
10.013,-74.5098907696614
10.014,-74.9326822380815
10.015,-75.3552287668238
10.016,-75.7775121145992
10.017,-76.1995141139406
10.018,-76.6212166773487
10.019,-77.042601803369
10.02,-77.4636515825962
10.021,-77.884348203599
10.022,-78.3046739587571
10.023,-78.7246112500188
10.024,-79.1441425945543
10.025,-79.5632506303208
10.026,-79.9819181215227
10.027,-80.4001279639639
10.028,-80.817863190294
10.029,-81.2351069751398
10.03,-81.6518426401204
10.031,-82.0680536587418
10.032,-82.4837236611639
10.033,-82.8988364388522
10.034,-83.3133759490876
10.035,-83.7273263193522
10.036,-84.1406718515769
10.037,-84.5533970262534
10.038,-84.9654865064086
10.039,-85.3769251414374
10.04,-85.7876979707919
10.041,-86.1977902275279
10.042,-86.6071873417078
10.043,-87.0158749436532
10.044,-87.4238388670552
10.045,-87.8310651519319
10.046,-88.2375400474417
10.047,-88.6432500145443
10.048,-89.0481817285139
10.049,-89.4523220813047
10.05,-89.8556581837656
