Frequency (GHz),Phase (deg)
9.95,-30.1734958726507
9.951,-30.6920441663048
9.952,-31.2113755258738
9.953,-31.7314794022497
9.954,-32.2523450605622
9.955,-32.7739615803772
9.956,-33.2963178559805
9.957,-33.8194025967643
9.958,-34.3432043276984
9.959,-34.8677113899006
9.96,-35.3929119413066
9.961,-35.9187939574331
9.962,-36.4453452322448
9.963,-36.9725533791206
9.964,-37.50040583192
9.965,-38.0288898461554
9.966,-38.5579925002622
9.967,-39.0877006969827
9.968,-39.6180011648458
9.969,-40.1488804597561
9.97,-40.680324966691
9.971,-41.2123209015
9.972,-41.7448543128153
9.973,-42.2779110840657
9.974,-42.8114769355997
9.975,-43.3455374269154
9.976,-43.8800779589945
9.977,-44.4150837767489
9.978,-44.9505399715656
9.979,-45.4864314839639
9.98,-46.0227431063538
9.981,-46.5594594858985
9.982,-47.0965651274822
9.983,-47.6340443967795
9.984,-48.1718815234238
9.985,-48.7100606042789
9.986,-49.2485656068043
9.987,-49.7873803725244
9.988,-50.3264886205846
9.989,-50.865873951408
9.99,-51.4055198504393
9.991,-51.9454096919785
9.992,-52.4855267431057
9.993,-53.0258541676853
9.994,-53.5663750304579
9.995,-54.1070723012105
9.996,-54.6479288590218
9.997,-55.1889274965888
9.998,-55.7300509246192
9.999,-56.2712817762966
10.0,-56.8126026118092
10.001,-57.3539959229455
10.002,-57.8954441377461
10.003,-58.4369296252131
10.004,-58.9784347000751
10.005,-59.519941627598
10.006,-60.0614326284442
10.007,-60.6028898835752
10.008,-61.1442955391929
10.009,-61.6856317117113
10.01,-62.2268804927695
10.011,-62.7680239542634
10.012,-63.3090441534007
10.013,-63.8499231377878
10.014,-64.3906429505177
10.015,-64.9311856352777
10.016,-65.4715332414643
10.017,-66.011667829302
10.018,-66.55157147496
10.019,-67.091226275666
10.02,-67.6306143548138
10.021,-68.1697178670572
10.022,-68.7085190033845
10.023,-69.2469999961821
10.024,-69.785143124262
10.025,-70.3229307178722
10.026,-70.8603451636701
10.027,-71.39736890966
10.028,-71.9339844700926
10.029,-72.4701744303227
10.03,-73.0059214516185
10.031,-73.541208275921
10.032,-74.0760177305453
10.033,-74.6103327328375
10.034,-75.1441362947554
10.035,-75.6774115273958
10.036,-76.2101416454498
10.037,-76.7423099715895
10.038,-77.2738999407823
10.039,-77.8048951045286
10.04,-78.335279135019
10.041,-78.8650358292115
10.042,-79.394149112826
10.043,-79.9226030442483
10.044,-80.4503818183497
10.045,-80.9774697702109
10.046,-81.5038513787571
10.047,-82.0295112702937
10.048,-82.5544342219471
10.049,-83.0786051650068
10.05,-83.6020091881667
