Frequency (GHz),Phase (deg)
9.95,-147.070798909944
9.951,-147.597284688786
9.952,-148.124314575113
9.953,-148.651877199566
9.954,-149.1799610553
9.955,-149.70855449877
9.956,-150.237645750573
9.957,-150.767222896375
9.958,-151.297273887893
9.959,-151.827786543952
9.96,-152.358748551613
9.961,-152.89014746737
9.962,-153.421970718417
9.963,-153.954205603996
9.964,-154.486839296801
9.965,-155.019858844471
9.966,-155.55325117114
9.967,-156.087003079075
9.968,-156.621101250378
9.969,-157.155532248759
9.97,-157.690282521388
9.971,-158.225338400818
9.972,-158.760686106979
9.973,-159.296311749244
9.974,-159.832201328568
9.975,-160.368340739703
9.976,-160.904715773473
9.977,-161.441312119133
9.978,-161.978115366784
9.979,-162.515111009873
9.98,-163.052284447745
9.981,-163.589620988275
9.982,-164.127105850558
9.983,-164.664724167675
9.984,-165.202460989508
9.985,-165.740301285633
9.986,-166.278229948267
9.987,-166.816231795276
9.988,-167.354291573248
9.989,-167.892393960613
9.99,-168.430523570831
9.991,-168.968664955625
9.992,-169.506802608274
9.993,-170.04492096695
9.994,-170.58300441811
9.995,-171.121037299933
9.996,-171.659003905798
9.997,-172.196888487818
9.998,-172.734675260396
9.999,-173.272348403838
10.0,-173.80989206799
10.001,-174.347290375917
10.002,-174.884527427612
10.003,-175.421587303731
10.004,-175.95845406936
10.005,-176.495111777809
10.006,-177.031544474415
10.007,-177.567736200386
10.008,-178.103670996644
10.009,-178.639332907688
10.01,-179.174705985477
10.011,-179.709774293312
10.012,-180.244521909723
10.013,-180.77893293238
10.014,-181.312991481978
10.015,-181.846681706139
10.016,-182.379987783304
10.017,-182.912893926624
10.018,-183.44538438783
10.019,-183.977443461099
10.02,-184.509055486908
10.021,-185.040204855867
10.022,-185.570876012523
10.023,-186.101053459164
10.024,-186.630721759569
10.025,-187.159865542756
10.026,-187.688469506684
10.027,-188.216518421928
10.028,-188.743997135313
10.029,-189.270890573522
10.03,-189.797183746649
10.031,-190.322861751723
10.032,-190.847909776174
10.033,-191.372313101265
10.034,-191.896057105466
10.035,-192.419127267779
10.036,-192.94150917101
10.037,-193.463188504986
10.038,-193.984151069713
10.039,-194.504382778477
10.04,-195.02386966088
10.041,-195.542597865819
10.042,-196.060553664395
10.043,-196.577723452761
10.044,-197.094093754896
10.045,-197.609651225317
10.046,-198.124382651715
10.047,-198.638274957527
10.048,-199.15131520442
10.049,-199.663490594722
10.05,-200.174788473761
