Frequency (GHz),Phase (deg)
9.95,-157.197393687716
9.951,-157.652752725012
9.952,-158.108884432856
9.953,-158.565778916124
9.954,-159.023426072823
9.955,-159.481815594458
9.956,-159.940936966491
9.957,-160.400779468931
9.958,-160.861332177026
9.959,-161.322583962084
9.96,-161.784523492404
9.961,-162.247139234333
9.962,-162.710419453437
9.963,-163.174352215803
9.964,-163.638925389458
9.965,-164.104126645913
9.966,-164.56994346183
9.967,-165.036363120822
9.968,-165.503372715368
9.969,-165.97095914886
9.97,-166.439109137777
9.971,-166.907809213977
9.972,-167.377045727131
9.973,-167.846804847262
9.974,-168.317072567429
9.975,-168.787834706521
9.976,-169.259076912183
9.977,-169.730784663865
9.978,-170.202943275991
9.979,-170.675537901246
9.98,-171.148553533992
9.981,-171.621975013794
9.982,-172.095787029065
9.983,-172.569974120827
9.984,-173.044520686586
9.985,-173.519410984315
9.986,-173.994629136543
9.987,-174.470159134564
9.988,-174.945984842731
9.989,-175.422090002865
9.99,-175.898458238755
9.991,-176.375073060757
9.992,-176.851917870485
9.993,-177.328975965587
9.994,-177.806230544611
9.995,-178.283664711953
9.996,-178.76126148288
9.997,-179.239003788632
9.998,-179.71687448159
9.999,-180.194856340517
10.0,-180.672932075857
10.001,-181.151084335096
10.002,-181.629295708173
10.003,-182.107548732948
10.004,-182.585825900712
10.005,-183.064109661735
10.006,-183.542382430858
10.007,-184.020626593112
10.008,-184.49882450937
10.009,-184.976958522011
10.01,-185.455010960615
10.011,-185.932964147668
10.012,-186.410800404265
10.013,-186.888502055832
10.014,-187.366051437842
10.015,-187.843430901518
10.016,-188.320622819537
10.017,-188.797609591708
10.018,-189.274373650642
10.019,-189.750897467382
10.02,-190.227163557021
10.021,-190.70315448427
10.022,-191.178852869
10.023,-191.654241391732
10.024,-192.129302799083
10.025,-192.604019909165
10.026,-193.078375616917
10.027,-193.552352899386
10.028,-194.025934820937
10.029,-194.499104538402
10.03,-194.971845306148
10.031,-195.444140481076
10.032,-195.915973527531
10.033,-196.387328022142
10.034,-196.85818765856
10.035,-197.32853625212
10.036,-197.798357744394
10.037,-198.267636207661
10.038,-198.736355849274
10.039,-199.204501015915
10.04,-199.672056197763
10.041,-200.139006032535
10.042,-200.605335309434
10.043,-201.071028972973
10.044,-201.536072126692
10.045,-202.000450036756
10.046,-202.464148135437
10.047,-202.927152024477
10.048,-203.389447478325
10.049,-203.851020447262
10.05,-204.311857060393
