Frequency (GHz),Phase (deg)
9.95,-37.5567458502584
9.951,-38.1760165048177
9.952,-38.7973804970887
9.953,-39.4208157649992
9.954,-40.0462996980023
9.955,-40.6738091391813
9.956,-41.3033203876785
9.957,-41.9348092014636
9.958,-42.5682508004231
9.959,-43.2036198697838
9.96,-43.8408905638701
9.961,-44.4800365101884
9.962,-45.1210308138441
9.963,-45.7638460622894
9.964,-46.4084543303947
9.965,-47.0548271858515
9.966,-47.7029356948915
9.967,-48.3527504283386
9.968,-49.0042414679681
9.969,-49.6573784131849
9.97,-50.312130388015
9.971,-50.9684660483993
9.972,-51.626353589794
9.973,-52.285760755065
9.974,-52.9466548426764
9.975,-53.6090027151658
9.976,-54.2727708078966
9.977,-54.9379251380924
9.978,-55.6044313141298
9.979,-56.2722545451001
9.98,-56.9413596506208
9.981,-57.6117110708939
9.982,-58.2832728770047
9.983,-58.9560087814522
9.984,-59.6298821488995
9.985,-60.3048560071427
9.986,-60.9808930582815
9.987,-61.6579556900953
9.988,-62.3360059875992
9.989,-63.0150057447871
9.99,-63.6949164765422
9.991,-64.3756994307095
9.992,-65.057315600324
9.993,-65.7397257359781
9.994,-66.4228903583262
9.995,-67.1067697707133
9.996,-67.7913240719153
9.997,-68.4765131689924
9.998,-69.1622967902316
9.999,-69.8486344981794
10.0,-70.53548570275
10.001,-71.2228096744048
10.002,-71.9105655573873
10.003,-72.5987123830072
10.004,-73.2872090829682
10.005,-73.9760145027222
10.006,-74.6650874148472
10.007,-75.3543865324398
10.008,-76.0438705225107
10.009,-76.7334980193694
10.01,-77.4232276380083
10.011,-78.113017987453
10.012,-78.8028276840812
10.013,-79.4926153649186
10.014,-80.1823397008691
10.015,-80.8719594098983
10.016,-81.5614332701557
10.017,-82.2507201330229
10.018,-82.9397789360831
10.019,-83.6285687160055
10.02,-84.3170486213381
10.021,-85.0051779251986
10.022,-85.6929160378527
10.023,-86.3802225191902
10.024,-87.0670570910641
10.025,-87.7533796495141
10.026,-88.4391502768506
10.027,-89.124329253596
10.028,-89.8088770702813
10.029,-90.4927544390894
10.03,-91.1759223053393
10.031,-91.858341858804
10.032,-92.5399745448523
10.033,-93.220782075431
10.034,-93.9007264398455
10.035,-94.579769915367
10.036,-95.2578750776408
10.037,-95.9350048108993
10.038,-96.6111223179759
10.039,-97.2861911301092
10.04,-97.9601751165362
10.041,-98.6330384938703
10.042,-99.304745835263
10.043,-99.9752620793353
10.044,-100.644552538888
10.045,-101.312582909376
10.046,-101.979319277151
10.047,-102.644728127459
10.048,-103.308776352207
10.049,-103.971431257474
10.05,-104.632660570781
