Frequency (GHz),Phase (deg)
9.95,-1.81683917286027
9.951,-2.45295337819494
9.952,-3.09084530203195
9.953,-3.73049462904967
9.954,-4.3718806106567
9.955,-5.01498206643331
9.956,-5.65977738578339
9.957,-6.30624452981472
9.958,-6.95436103342771
9.959,-7.60410400762844
9.96,-8.25545014206621
9.961,-8.90837570778904
9.962,-9.56285656022668
9.963,-10.2188681423983
9.964,-10.8763854883422
9.965,-11.5353832267761
9.966,-12.1958355849758
9.967,-12.8577163928918
9.968,-13.5209990874808
9.969,-14.185656717267
9.97,-14.8516619471311
9.971,-15.5189870633188
9.972,-16.187603978679
9.973,-16.8574842381183
9.974,-17.5285990242826
9.975,-18.2009191634564
9.976,-18.8744151316775
9.977,-19.5490570610769
9.978,-20.2248147464232
9.979,-20.9016576518875
9.98,-21.5795549180146
9.981,-22.2584753689015
9.982,-22.9383875195827
9.983,-23.6192595836181
9.984,-24.3010594808754
9.985,-24.9837548455135
9.986,-25.6673130341514
9.987,-26.3517011342343
9.988,-27.0368859725739
9.989,-27.7228341240771
9.99,-28.4095119206463
9.991,-29.0968854602516
9.992,-29.7849206161728
9.993,-30.4735830463992
9.994,-31.1628382031904
9.995,-31.8526513427876
9.996,-32.5429875352686
9.997,-33.2338116745506
9.998,-33.9250884885221
9.999,-34.6167825493078
10.0,-35.3088582836539
10.001,-36.0012799834358
10.002,-36.6940118162726
10.003,-37.3870178362462
10.004,-38.0802619947229
10.005,-38.7737081512601
10.006,-39.4673200846008
10.007,-40.1610615037461
10.008,-40.8548960590974
10.009,-41.5487873536552
10.01,-42.2426989542864
10.011,-42.9365944030281
10.012,-43.63043722843
10.013,-44.3241909569469
10.014,-45.017819124335
10.015,-45.7112852870766
10.016,-46.4045530338126
10.017,-47.0975859967751
10.018,-47.7903478632113
10.019,-48.4828023867942
10.02,-49.174913399011
10.021,-49.8666448205193
10.022,-50.5579606724584
10.023,-51.2488250877255
10.024,-51.9392023221799
10.025,-52.6290567657959
10.026,-53.3183529537382
10.027,-54.0070555773557
10.028,-54.6951294950876
10.029,-55.3825397432754
10.03,-56.0692515468685
10.031,-56.7552303300168
10.032,-57.4404417265381
10.033,-58.1248515902738
10.034,-58.8084260052896
10.035,-59.4911312959459
10.036,-60.1729340368122
10.037,-60.853801062425
10.038,-61.5336994768838
10.039,-62.2125966632733
10.04,-62.8904602929061
10.041,-63.567258334383
10.042,-64.2429590624635
10.043,-64.917531066735
10.044,-65.5909432600839
10.045,-66.2631648869535
10.046,-66.9341655313924
10.047,-67.6039151248792
10.048,-68.2723839539251
10.049,-68.9395426674487
10.05,-69.6053622839165
