Frequency (GHz),Phase (deg)
9.95,-135.783961155913
9.951,-136.477419751646
9.952,-137.172473145962
9.953,-137.869097575353
9.954,-138.567268936464
9.955,-139.266962789673
9.956,-139.968154362781
9.957,-140.670818554799
9.958,-141.37492993984
9.959,-142.080462771098
9.96,-142.787390984934
9.961,-143.49568820504
9.962,-144.205327746711
9.963,-144.916282621186
9.964,-145.628525540089
9.965,-146.34202891995
9.966,-147.056764886801
9.967,-147.77270528087
9.968,-148.489821661335
9.969,-149.208085311166
9.97,-149.927467242047
9.971,-150.64793819936
9.972,-151.36946866726
9.973,-152.092028873807
9.974,-152.815588796185
9.975,-153.540118165985
9.976,-154.265586474558
9.977,-154.991962978452
9.978,-155.719216704901
9.979,-156.447316457405
9.98,-157.176230821367
9.981,-157.905928169809
9.982,-158.636376669157
9.983,-159.367544285104
9.984,-160.099398788533
9.985,-160.831907761536
9.986,-161.565038603481
9.987,-162.298758537177
9.988,-163.033034615106
9.989,-163.76783372573
9.99,-164.503122599882
9.991,-165.238867817235
9.992,-165.97503581285
9.993,-166.711592883808
9.994,-167.448505195924
9.995,-168.185738790546
9.996,-168.923259591436
9.997,-169.661033411745
9.998,-170.399025961063
9.999,-171.137202852567
10.0,-171.875529610252
10.001,-172.613971676257
10.002,-173.35249441827
10.003,-174.091063137036
10.004,-174.829643073944
10.005,-175.568199418711
10.006,-176.306697317153
10.007,-177.045101879047
10.008,-177.783378186081
10.009,-178.521491299886
10.01,-179.259406270172
10.011,-179.997088142931
10.012,-180.734501968725
10.013,-181.471612811077
10.014,-182.208385754916
10.015,-182.944785915112
10.016,-183.680778445084
10.017,-184.416328545482
10.018,-185.151401472931
10.019,-185.885962548843
10.02,-186.61997716829
10.021,-187.353410808937
10.022,-188.086229040009
10.023,-188.818397531338
10.024,-189.549882062411
10.025,-190.28064853149
10.026,-191.01066296474
10.027,-191.739891525391
10.028,-192.468300522916
10.029,-193.195856422217
10.03,-193.922525852827
10.031,-194.648275618094
10.032,-195.373072704366
10.033,-196.09688429016
10.034,-196.819677755301
10.035,-197.541420690032
10.036,-198.262080904081
10.037,-198.981626435684
10.038,-199.700025560547
10.039,-200.417246800751
10.04,-201.133258933569
10.041,-201.848031000219
10.042,-202.561532314515
10.043,-203.273732471425
10.044,-203.98460135552
10.045,-204.694109149305
10.046,-205.402226341438
10.047,-206.108923734797
10.048,-206.814172454425
10.049,-207.51794395532
10.05,-208.220210030066
