"interElementDistance [mm]","Freq [GHz]","cang_deg(St(port2_T1,port1_T1)) [deg]"
30,9.958,117.92122558012
30,9.959,117.265163962
30,9.96,116.607713229746
30,9.961,115.948901947054
30,9.962,115.288759064832
30,9.963,114.62731391488
30,9.964,113.964596203335
30,9.965,113.300636003894
30,9.966,112.635463750796
30,9.967,111.969110231579
30,9.968,111.301606579622
30,9.969,110.632984266462
30,9.97,109.963275093896
30,9.971,109.29251118588
30,9.972,108.620724980212
30,9.973,107.947949220022
30,9.974,107.274216945062
30,9.975,106.599561482804
30,9.976,105.924016439357
30,9.977,105.247615690194
30,9.978,104.570393370715
30,9.979,103.892383866631
30,9.98,103.213621804194
30,9.981,102.53414204026
30,9.982,101.853979652211
30,9.983,101.173169927719
30,9.984,100.491748354389
30,9.985,99.8097506092515
30,9.986,99.1272125481502
30,9.987,98.4441701949905
30,9.988,97.7606597308946
30,9.989,97.0767174832414
30,9.99,96.3923799146144
30,9.991,95.7076836116602
30,9.992,95.0226652738604
30,9.993,94.3373617022335
30,9.994,93.6518097879661
30,9.995,92.9660465009837
30,9.996,92.2801088784738
30,9.997,91.5940340133553
30,9.998,90.9078590427192
30,9.999,90.221621136235
30,10,89.5353574845375
30,10.001,88.8491052875968
30,10.002,88.162901743084
30,10.003,87.4767840347391
30,10.004,86.7907893207435
30,10.005,86.104954722115
30,10.006,85.4193173111239
30,10.007,84.7339140997412
30,10.008,84.0487820281259
30,10.009,83.3639579531671
30,10.01,82.6794786370679
30,10.011,81.9953807360027
30,10.012,81.3117007888474
30,10.013,80.6284752059695
30,10.014,79.9457402581232
30,10.015,79.2635320654268
30,10.016,78.58188658644
30,10.017,77.9008396073483
30,10.018,77.2204267312638
30,10.019,76.540683367644
30,10.02,75.8616447218366
30,10.021,75.1833457847599
30,10.022,74.5058213227285
30,10.023,73.8291058674139
30,10.024,73.1532337059741
30,10.025,72.4782388713298
30,10.026,71.8041551326116
30,10.027,71.1310159857801
30,10.028,70.4588546444213
30,10.029,69.7877040307232
30,10.03,69.1175967666421
30,10.031,68.4485651652621
30,10.032,67.7806412223589
30,10.033,67.1138566081494
30,10.034,66.4482426592693
30,10.035,65.783830370949
30,10.036,65.120650389413
30,10.037,64.4587330044972
30,10.038,63.7981081424882
30,10.039,63.1388053591929
30,10.04,62.480853833239
30,10.041,61.8242823596093
30,10.042,61.1691193434102
30,10.043,60.5153927938846
30,10.044,59.8631303186613
30,10.045,59.2123591182541
30,10.046,58.5631059808009
30,10.047,57.9153972770558
30,10.048,57.2692589556279
30,10.049,56.6247165384686
30,10.05,55.9817951166123
40,9.95,4.85031654543133
40,9.951,4.20691401912926
40,9.952,3.56191044231504
40,9.953,2.91532856851599
40,9.954,2.26719155153508
40,9.955,1.61752294241789
40,9.956,0.966346686213825
40,9.957,0.31368711851531
40,9.958,-0.340431038203587
40,9.959,-0.995982678463128
40,9.96,-1.65294231786744
40,9.961,-2.31128409739912
40,9.962,-2.9709817879269
40,9.963,-3.63200879492208
40,9.964,-4.29433816337928
40,9.965,-4.95794258294843
40,9.966,-5.62279439326446
40,9.967,-6.28886558949222
40,9.968,-6.95612782806243
40,9.969,-7.62455243261143
40,9.97,-8.29411040012202
40,9.971,-8.96477240725441
40,9.972,-9.63650881687671
40,9.973,-10.3092896847806
40,9.974,-10.9830847665897
40,9.975,-11.6578635248516
40,9.976,-12.3335951363094
40,9.977,-13.0102484993598
40,9.978,-13.6877922416782
40,9.979,-14.3661947280233
40,9.98,-15.0454240682056
40,9.981,-15.7254481252223
40,9.982,-16.4062345235536
40,9.983,-17.0877506576165
40,9.984,-17.7699637003677
40,9.985,-18.4528406120589
40,9.986,-19.1363481491297
40,9.987,-19.8204528732484
40,9.988,-20.5051211604767
40,9.989,-21.1903192105706
40,9.99,-21.8760130564021
40,9.991,-22.5621685734983
40,9.992,-23.2487514896987
40,9.993,-23.9357273949139
40,9.994,-24.6230617509913
40,9.995,-25.3107199016762
40,9.996,-25.9986670826595
40,9.997,-26.6868684317179
40,9.998,-27.3752889989252
40,9.999,-28.0638937569401
40,10,-28.7526476113573
40,10.001,-29.4415154111224
40,10.002,-30.1304619589964
40,10.003,-30.8194520220673
40,10.004,-31.5084503423054
40,10.005,-32.1974216471474
40,10.006,-32.886330660109
40,10.007,-33.5751421114196
40,10.008,-34.2638207486682
40,10.009,-34.9523313474505
40,10.01,-35.6406387220267
40,10.011,-36.3287077359611
40,10.012,-37.0165033127438
40,10.013,-37.7039904464084
40,10.014,-38.3911342120997
40,10.015,-39.077899776615
40,10.016,-39.7642524089024
40,10.017,-40.4501574905062
40,10.018,-41.1355805259539
40,10.019,-41.8204871530788
40,10.02,-42.5048431532731
40,10.021,-43.188614461661
40,10.022,-43.871767177179
40,10.023,-44.5542675725784
40,10.024,-45.2360821043099
40,10.025,-45.9171774223159
40,10.026,-46.5975203797035
40,10.027,-47.2770780422961
40,10.028,-47.9558176980605
40,10.029,-48.6337068664021
40,10.03,-49.3107133073198
40,10.031,-49.9868050304142
40,10.032,-50.6619503037393
40,10.033,-51.3361176625132
40,10.034,-52.0092759176449
40,10.035,-52.6813941641062
40,10.036,-53.3524417891213
40,10.037,-54.0223884801801
40,10.038,-54.6912042328664
40,10.039,-55.358859358496
40,10.04,-56.0253244915575
40,10.041,-56.6905705969564
40,10.042,-57.3545689770567
40,10.043,-58.0172912785102
40,10.044,-58.6787094988804
40,10.045,-59.338795993044
40,10.046,-59.9975234793807
40,10.047,-60.6548650457351
40,10.048,-61.3107941551561
40,10.049,-61.9652846514101
40,10.05,-62.6183107642619
50,9.95,-116.888970488837
50,9.951,-117.552355805309
50,9.952,-118.217059141731
50,9.953,-118.883055438369
50,9.954,-119.550319320307
50,9.955,-120.218825102045
50,9.956,-120.88854679222
50,9.957,-121.559458098491
50,9.958,-122.231532432553
50,9.959,-122.904742915289
50,9.96,-123.579062382069
50,9.961,-124.254463388174
50,9.962,-124.930918214355
50,9.963,-125.608398872533
50,9.964,-126.28687711161
50,9.965,-126.966324423421
50,9.966,-127.6467120488
50,9.967,-128.328010983779
50,9.968,-129.010191985895
50,9.969,-129.693225580618
50,9.97,-130.377082067895
50,9.971,-131.061731528807
50,9.972,-131.747143832328
50,9.973,-132.4332886422
50,9.974,-133.120135423908
50,9.975,-133.807653451754
50,9.976,-134.495811816036
50,9.977,-135.184579430319
50,9.978,-135.873925038799
50,9.979,-136.563817223765
50,9.98,-137.254224413136
50,9.981,-137.945114888098
50,9.982,-138.636456790812
50,9.983,-139.328218132206
50,9.984,-140.020366799847
50,9.985,-140.712870565878
50,9.986,-141.405697095033
50,9.987,-142.098813952718
50,9.988,-142.792188613152
