Frequency (GHz),Phase (deg)
9.95,-105.618580840232
9.951,-106.418721816103
9.952,-107.220628905997
9.953,-108.024273082412
9.954,-108.829625144266
9.955,-109.636655725457
9.956,-110.445335303175
9.957,-111.255634205971
9.958,-112.06752262153
9.959,-112.880970604161
9.96,-113.695948081981
9.961,-114.512424863759
9.962,-115.330370645442
9.963,-116.149755016316
9.964,-116.970547464806
9.965,-117.792717383909
9.966,-118.616234076228
9.967,-119.441066758636
9.968,-120.267184566522
9.969,-121.094556557635
9.97,-121.923151715528
9.971,-122.752938952571
9.972,-123.583887112565
9.973,-124.415964972927
9.974,-125.249141246467
9.975,-126.083384582744
9.976,-126.918663569015
9.977,-127.754946730783
9.978,-128.592202531933
9.979,-129.430399374487
9.98,-130.269505597971
9.981,-131.109489478411
9.982,-131.950319226962
9.983,-132.791962988202
9.984,-133.634388838074
9.985,-134.477564781529
9.986,-135.321458749848
9.987,-136.166038597699
9.988,-137.011272099915
9.989,-137.857126948036
9.99,-138.703570746627
9.991,-139.550571009389
9.992,-140.398095155101
9.993,-141.246110503403
9.994,-142.094584270452
9.995,-142.943483564475
9.996,-143.792775381241
9.997,-144.64242659949
9.998,-145.492403976333
9.999,-146.342674142658
10.0,-147.193203598566
10.001,-148.043958708879
10.002,-148.89490569872
10.003,-149.746010649222
10.004,-150.597239493385
10.005,-151.4485580121
10.006,-152.299931830375
10.007,-153.151326413803
10.008,-154.002707065281
10.009,-154.854038922005
10.01,-155.705286952795
10.011,-156.556415955747
10.012,-157.407390556238
10.013,-158.258175205348
10.014,-159.108734178656
10.015,-159.959031575493
10.016,-160.809031318641
10.017,-161.658697154507
10.018,-162.507992653787
10.019,-163.356881212644
10.02,-164.205326054414
10.021,-165.05329023185
10.022,-165.900736629919
10.023,-166.747627969179
10.024,-167.59392680971
10.025,-168.439595555655
10.026,-169.284596460334
10.027,-170.128891631969
10.028,-170.972443039997
10.029,-171.815212522
10.03,-172.657161791222
10.031,-173.4982524447
10.032,-174.338445971974
10.033,-175.177703764411
10.034,-176.01598712509
10.035,-176.853257279273
10.036,-177.689475385437
10.037,-178.524602546852
10.038,-179.358599823701
10.039,-180.191428245718
10.04,-181.02304882532
10.041,-181.853422571234
10.042,-182.68251050258
10.043,-183.510273663389
10.044,-184.336673137548
10.045,-185.161670064123
10.046,-185.985225653061
10.047,-186.807301201215
10.048,-187.62785810869
10.049,-188.446857895464
10.05,-189.26426221826
