Frequency (GHz),Phase (deg)
9.95,-45.7719377233274
9.951,-46.5669760858047
9.952,-47.3638234124705
9.953,-48.1624500331249
9.954,-48.9628260681198
9.955,-49.764921437888
9.956,-50.5687058722902
9.957,-51.3741489197782
9.958,-52.1812199563292
9.959,-52.9898881941503
9.96,-53.8001226901342
9.961,-54.6118923540398
9.962,-55.4251659563907
9.963,-56.2399121360733
9.964,-57.0560994076147
9.965,-57.8736961681373
9.966,-58.6926707039623
9.967,-59.5129911968742
9.968,-60.3346257300078
9.969,-61.1575422933676
9.97,-61.9817087889692
9.971,-62.8070930355861
9.972,-63.6336627731114
9.973,-64.4613856665144
9.974,-65.2902293094022
9.975,-66.1201612271786
9.976,-66.9511488797965
9.977,-67.7831596641197
9.978,-68.6161609158744
9.979,-69.4501199112174
9.98,-70.2850038679089
9.981,-71.120779946105
9.982,-71.957415248778
9.983,-72.7948768217734
9.984,-73.6331316535083
9.985,-74.4721466743355
9.986,-75.3118887555717
9.987,-76.1523247082232
9.988,-76.9934212814031
9.989,-77.8351451604767
9.99,-78.6774629649404
9.991,-79.5203412460571
9.992,-80.3637464842746
9.993,-81.2076450864347
9.994,-82.0520033828093
9.995,-82.8967876239784
9.996,-83.7419639775702
9.997,-84.587498524904
9.998,-85.433357257539
9.999,-86.2795060737709
10.0,-87.1259107750937
10.001,-87.9725370626609
10.002,-88.8193505337632
10.003,-89.6663166783553
10.004,-90.5134008756623
10.005,-91.3605683908823
10.006,-92.2077843720215
10.007,-93.0550138468877
10.008,-93.9022217202657
10.009,-94.7493727712945
10.01,-95.5964316510965
10.011,-96.4433628806528
10.012,-97.2901308489631
10.013,-98.136699811536
10.014,-98.9830338891882
10.015,-99.8290970672134
10.016,-100.674853194927
10.017,-101.520265985612
10.018,-102.365299016873
10.019,-103.209915731443
10.02,-104.054079438429
10.021,-104.897753315044
10.022,-105.740900408805
10.023,-106.583483640253
10.024,-107.425465806157
10.025,-108.266809583263
10.026,-109.107477532559
10.027,-109.94743210408
10.028,-110.786635642252
10.029,-111.625050391795
10.03,-112.462638504158
10.031,-113.299362044518
10.032,-114.135182999312
10.033,-114.970063284335
10.034,-115.803964753361
10.035,-116.636849207311
10.036,-117.468678403936
10.037,-118.29941406803
10.038,-119.129017902144
10.039,-119.957451597794
10.04,-120.784676847146
10.041,-121.610655355167
10.042,-122.435348852224
10.043,-123.258719107105
10.044,-124.080727940453
10.045,-124.901337238581
10.046,-125.72050896765
10.047,-126.538205188192
10.048,-127.354388069936
10.049,-128.169019906936
10.05,-128.982063132948
