Frequency (GHz),Phase (deg)
9.95,-72.7832926263499
9.951,-73.5146210741739
9.952,-74.2475138585159
9.953,-74.9819440070816
9.954,-75.7178842603665
9.955,-76.4553070776834
9.956,-77.194184643205
9.957,-77.9344888720352
9.958,-78.6761914162743
9.959,-79.4192636710897
9.96,-80.1636767807831
9.961,-80.9094016448388
9.962,-81.6564089239566
9.963,-82.4046690460602
9.964,-83.1541522122701
9.965,-83.9048284028461
9.966,-84.6566673830806
9.967,-85.4096387091587
9.968,-86.163711733957
9.969,-86.9188556127929
9.97,-87.6750393091204
9.971,-88.4322316001605
9.972,-89.1904010824762
9.973,-89.9495161774771
9.974,-90.709545136864
9.975,-91.4704560480056
9.976,-92.2322168392447
9.977,-92.9947952851469
9.978,-93.7581590116713
9.979,-94.5222755012862
9.98,-95.287112098014
9.981,-96.0526360124158
9.982,-96.8188143265171
9.983,-97.585613998677
9.984,-98.3530018683994
9.985,-99.1209446610985
9.986,-99.8894089928122
9.987,-100.658361374881
9.988,-101.427768218582
9.989,-102.197595839731
9.99,-102.967810463266
9.991,-103.738378227794
9.992,-104.509265190136
9.993,-105.280437329853
9.994,-106.051860553774
9.995,-106.823500700523
9.996,-107.595323545057
9.997,-108.367294803222
9.998,-109.139380136327
9.999,-109.911545155754
10.0,-110.683755427601
10.001,-111.455976477367
10.002,-112.22817379469
10.003,-113.000312838141
10.004,-113.772359040082
10.005,-114.544277811595
10.006,-115.316034547478
10.007,-116.087594631338
10.008,-116.858923440765
10.009,-117.629986352588
10.01,-118.400748748254
10.011,-119.17117601929
10.012,-119.941233572871
10.013,-120.710886837529
10.014,-121.480101268937
10.015,-122.248842355845
10.016,-123.017075626119
10.017,-123.784766652914
10.018,-124.551881060968
10.019,-125.318384533023
10.02,-126.084242816379
10.021,-126.849421729574
10.022,-127.613887169188
10.023,-128.377605116784
10.024,-129.140541645965
10.025,-129.902662929564
10.026,-130.663935246952
10.027,-131.424324991462
10.028,-132.183798677933
10.029,-132.942322950367
10.03,-133.699864589686
10.031,-134.456390521595
10.032,-135.211867824538
10.033,-135.966263737752
10.034,-136.71954566939
10.035,-137.471681204734
10.036,-138.222638114469
10.037,-138.972384363012
10.038,-139.72088811691
10.039,-140.468117753265
10.04,-141.2140418682
10.041,-141.958629285345
10.042,-142.70184906435
10.043,-143.443670509386
10.044,-144.184063177657
10.045,-144.92299688788
10.046,-145.660441728755
10.047,-146.396368067383
10.048,-147.130746557647
10.049,-147.863548148529
10.05,-148.594744092358
