Frequency (GHz),Phase (deg)
9.95,-1.12016596455038
9.951,-1.90979728863193
9.952,-2.7012062756618
9.953,-3.49436367855585
9.954,-4.28924004313651
9.955,-5.08580571671357
9.956,-5.8840308564748
9.957,-6.68388543768838
9.958,-7.48533926167469
9.959,-8.28836196354821
9.96,-9.09292301971371
9.961,-9.89899175509203
9.962,-10.7065373500727
9.963,-11.5155288471756
9.964,-12.3259351574061
9.965,-13.1377250663021
9.966,-13.9508672396488
9.967,-14.7653302288737
9.968,-15.5810824760895
9.969,-16.3980923187926
9.97,-17.2163279942139
9.971,-18.0357576433041
9.972,-18.8563493143675
9.973,-19.678070966325
9.974,-20.5008904716208
9.975,-21.3247756187641
9.976,-22.1496941145071
9.977,-22.9756135856751
9.978,-23.8025015806323
9.979,-24.6303255704099
9.98,-25.4590529494889
9.981,-26.2886510362523
9.982,-27.1190870731162
9.983,-27.9503282263505
9.984,-28.7823415855957
9.985,-29.6150941630996
9.986,-30.448552892674
9.987,-31.2826846284062
9.988,-32.1174561431177
9.989,-32.9528341266107
9.99,-33.7887851837036
9.991,-34.6252758320835
9.992,-35.4622724999972
9.993,-36.2997415237928
9.994,-37.1376491453447
9.995,-37.9759615093768
9.996,-38.8146446607062
9.997,-39.6536645414429
9.998,-40.4929869881514
9.999,-41.3325777290131
10.0,-42.1724023810057
10.001,-43.0124264471335
10.002,-43.8526153137223
10.003,-44.692934247812
10.004,-45.533348394673
10.005,-46.3738227754636
10.006,-47.2143222850608
10.007,-48.0548116900882
10.008,-48.8952556271631
10.009,-49.7356186013795
10.01,-50.5758649850745
10.011,-51.41595901687
10.012,-52.2558648010242
10.013,-53.0955463071377
10.014,-53.9349673701879
10.015,-54.7740916909492
10.016,-55.6128828368056
10.017,-56.4513042429693
10.018,-57.2893192141249
10.019,-58.126890926515
10.02,-58.9639824304836
10.021,-59.8005566534858
10.022,-60.6365764035691
10.023,-61.4720043733605
10.024,-62.3068031445304
10.025,-63.1409351927779
10.026,-63.9743628933182
10.027,-64.8070485268834
10.028,-65.6389542862413
10.029,-66.4700422832328
10.03,-67.3002745563238
10.031,-68.1296130786713
10.032,-68.9580197666914
10.033,-69.7854564891526
10.034,-70.6118850767419
10.035,-71.4372673321347
10.036,-72.2615650405348
10.037,-73.0847399806828
10.038,-73.9067539363191
10.039,-74.7275687080823
10.04,-75.5471461258278
10.041,-76.3654480613516
10.042,-77.1824364415023
10.043,-77.9980732616508
10.044,-78.8123205995117
10.045,-79.6251406292776
10.046,-80.4364956360584
10.047,-81.2463480305877
10.048,-82.054660364179
10.049,-82.8613953439059
10.05,-83.6665158479744
