"interElementDistance [mm]","Freq [GHz]","cang_deg(St(port2_T1,port1_T1)) [deg]"
20,9.987,-148.872210864248
20,9.988,-149.513633674285
20,9.989,-150.155387991538
20,9.99,-150.797444088692
20,9.991,-151.439772093098
20,9.992,-152.082341996207
20,9.993,-152.725123663151
20,9.994,-153.368086842461
20,9.995,-154.011201175923
20,9.996,-154.654436208547
20,9.997,-155.297761398662
20,9.998,-155.941146128114
20,9.999,-156.584559712562
20,10,-157.227971411861
20,10.001,-157.871350440531
20,10.002,-158.514665978296
20,10.003,-159.157887180676
20,10.004,-159.800983189649
20,10.005,-160.443923144336
20,10.006,-161.086676191733
20,10.007,-161.729211497459
20,10.008,-162.371498256522
20,10.009,-163.013505704078
20,10.01,-163.655203126199
20,10.011,-164.296559870611
20,10.012,-164.937545357404
20,10.013,-165.578129089718
20,10.014,-166.218280664371
20,10.015,-166.85796978243
20,10.016,-167.497166259718
20,10.017,-168.135840037248
20,10.018,-168.773961191562
20,10.019,-169.411499944979
20,10.02,-170.048426675738
20,10.021,-170.684711928026
20,10.022,-171.320326421879
20,10.023,-171.955241062956
20,10.024,-172.589426952165
20,10.025,-173.222855395144
20,10.026,-173.855497911586
20,10.027,-174.48732624439
20,10.028,-175.118312368646
20,10.029,-175.748428500435
20,10.03,-176.377647105443
20,10.031,-177.005940907379
20,10.032,-177.633282896183
20,10.033,-178.259646336049
20,10.034,-178.885004773207
20,10.035,-179.509332043505
20,10.036,-180.132602279757
20,10.037,-180.754789918862
20,10.038,-181.375869708697
20,10.039,-181.995816714762
20,10.04,-182.614606326587
20,10.041,-183.232214263896
20,10.042,-183.848616582522
20,10.043,-184.463789680061
20,10.044,-185.077710301293
20,10.045,-185.690355543323
20,10.046,-186.301702860485
20,10.047,-186.911730068976
20,10.048,-187.520415351233
20,10.049,-188.12773726005
20,10.05,-188.733674722441
25,9.95,169.613662284602
25,9.951,168.992404621611
25,9.952,168.369442188359
25,9.953,167.744796492323
25,9.954,167.118489504695
25,9.955,166.49054365797
25,9.956,165.860981843231
25,9.957,165.229827407134
25,9.958,164.597104148605
25,9.959,163.962836315234
25,9.96,163.327048599356
25,9.961,162.689766133856
25,9.962,162.051014487644
25,9.963,161.410819660847
25,9.964,160.769208079697
25,9.965,160.126206591106
25,9.966,159.481842456963
25,9.967,158.83614334811
25,9.968,158.18913733804
25,9.969,157.540852896288
25,9.97,156.891318881543
25,9.971,156.240564534462
25,9.972,155.588619470206
25,9.973,154.935513670691
25,9.974,154.281277476569
25,9.975,153.625941578929
25,9.976,152.96953701074
25,9.977,152.312095138024
25,9.978,151.653647650786
25,9.979,150.994226553683
25,9.98,150.333864156454
25,9.981,149.672593064123
25,9.982,149.010446166959
25,9.983,148.347456630228
25,9.984,147.683657883724
25,9.985,147.019083611101
25,9.986,146.353767739006
25,9.987,145.687744426024
25,9.988,145.021048051447
25,9.989,144.353713203873
25,9.99,143.685774669645
25,9.991,143.017267421145
25,9.992,142.348226604938
25,9.993,141.678687529802
25,9.994,141.008685654625
25,9.995,140.3382565762
25,9.996,139.667436016926
25,9.997,138.996259812411
25,9.998,138.324763899015
25,9.999,137.65298430131
25,10,136.980957119501
25,10.001,136.3087185168
25,10.002,135.636304706762
25,10.003,134.963751940609
25,10.004,134.291096494543
25,10.005,133.618374657056
25,10.006,132.945622716262
25,10.007,132.272876947242
25,10.008,131.600173599432
25,10.009,130.927548884061
25,10.01,130.25503896163
25,10.011,129.58267992947
25,10.012,128.910507809387
25,10.013,128.238558535368
25,10.014,127.56686794141
25,10.015,126.895471749446
25,10.016,126.224405557395
25,10.017,125.55370482733
25,10.018,124.88340487379
25,10.019,124.21354085224
25,10.02,123.544147747678
25,10.021,122.87526036341
25,10.022,122.206913309994
25,10.023,121.539140994364
25,10.024,120.871977609144
25,10.025,120.205457122151
25,10.026,119.539613266099
25,10.027,118.874479528516
25,10.028,118.210089141874
25,10.029,117.546475073933
25,10.03,116.883670018318
25,10.031,116.221706385325
25,10.032,115.560616292967
25,10.033,114.900431558252
25,10.034,114.241183688711
25,10.035,113.582903874182
25,10.036,112.925622978839
25,10.037,112.269371533477
25,10.038,111.614179728065
25,10.039,110.960077404546
25,10.04,110.30709404992
25,10.041,109.655258789579
25,10.042,109.004600380913
25,10.043,108.35514720719
25,10.044,107.7069272717
25,10.045,107.059968192173
25,10.046,106.414297195471
25,10.047,105.769941112543
25,10.048,105.126926373659
25,10.049,104.485279003911
25,10.05,103.845024618983
30,9.95,126.058978214
30,9.951,125.417269764424
30,9.952,124.773843560501
30,9.953,124.128723235901
30,9.954,123.481932895842
30,9.955,122.833497113991
30,9.956,122.183440929078
30,9.957,121.531789841218
30,9.958,120.878569807943
30,9.959,120.223807239943
30,9.96,119.567528996511
30,9.961,118.9097623807
30,9.962,118.250535134187
30,9.963,117.589875431843
30,9.964,116.927811876014
30,9.965,116.264373490516
30,9.966,115.599589714342
30,9.967,114.933490395076
30,9.968,114.266105782032
30,9.969,113.597466519114
30,9.97,112.927603637388
30,9.971,112.256548547392
30,9.972,111.584333031167
30,9.973,110.910989234025
30,9.974,110.236549656052
30,9.975,109.561047143359
30,9.976,108.884514879072
30,9.977,108.206986374083
30,9.978,107.528495457551
30,9.979,106.849076267174
30,9.98,106.168763239224
30,9.981,105.487591098369
30,9.982,104.805594847266
30,9.983,104.122809755954
30,9.984,103.439271351039
30,9.985,102.755015404687
30,9.986,102.070077923432
30,9.987,101.384495136799
30,9.988,100.698303485764
30,9.989,100.011539611044
30,9.99,99.3242403412418
30,9.991,98.6364426808442
30,9.992,97.9481837980785
30,9.993,97.2595010126531
30,9.994,96.5704317833753
30,9.995,95.8810136956636
30,9.996,95.1912844489667
30,9.997,94.501281844088
30,9.998,93.8110437704399
30,9.999,93.1206081932278
30,10,92.4300131405795
30,10.001,91.7392966906242
30,10.002,91.0484969585385
30,10.003,90.3576520835674
30,10.004,89.6668002160244
30,10.005,88.975979504293
30,10.006,88.28522808183
30,10.007,87.5945840541835
30,10.008,86.9040854860375
30,10.009,86.2137703882987
30,10.01,85.5236767052166
30,10.011,84.833842301573
30,10.012,84.1443049499377
30,10.013,83.4551023179862
30,10.014,82.7662719559227
30,10.015,82.0778512839897
30,10.016,81.3898775800845
30,10.017,80.702387967491
30,10.018,80.01541940274
30,10.019,79.3290086636
30,10.02,78.6431923372106
30,10.021,77.958006808368
30,10.022,77.2734882479761
30,10.023,76.5896726016537
30,10.024,75.9065955785343
30,10.025,75.2242926402366
30,10.026,74.5427989900337
30,10.027,73.8621495622224
30,10.028,73.1823790116974
30,10.029,72.5035217037378
30,10.03,71.8256117040149
30,10.031,71.1486827688264
30,10.032,70.4727683355686
30,10.033,69.7979015134301
30,10.034,69.1241150743478
30,10.035,68.4514414441996
30,10.036,67.7799126942551
30,10.037,67.1095605328836
30,10.038,66.4404162975212
30,10.039,65.7725109469055
30,10.04,65.1058750535809
30,10.041,64.4405387966752
30,10.042,63.7765319549482
30,10.043,63.1138839001244
30,10.044,62.4526235904992
30,10.045,61.7927795648327
30,10.046,61.1343799365219
30,10.047,60.4774523880618
30,10.048,59.8220241657909
30,10.049,59.1681220749211
30,10.05,58.5157724748556
35,9.95,69.5543922219935
35,9.951,68.9088193835297
35,9.952,68.2618432555176
35,9.953,67.6134864318398
35,9.954,66.9637718766457
35,9.955,66.3127229209314
35,9.956,65.6603632589081
35,9.957,65.0067169441462
35,9.958,64.3518083855122
35,9.959,63.6956623428883
35,9.96,63.0383039226725
35,9.961,62.3797585730706
35,9.962,61.7200520791691
35,9.963,61.0592105577962
35,9.964,60.3972604521743
35,9.965,59.7342285263567
35,9.966,59.0701418594632
35,9.967,58.4050278396978
35,9.968,57.738914158171
35,9.969,57.0718288025172
35,9.97,56.4038000503079
35,9.971,55.7348564622736
35,9.972,55.0650268753254
35,9.973,54.3943403953901
35,9.974,53.7228263900546
35,9.975,53.0505144810259
35,9.976,52.3774345364149
35,9.977,51.7036166628355
35,9.978,51.029091197341
35,9.979,50.3538886991857
35,9.98,49.6780399414272
35,9.981,49.0015759023704
35,9.982,48.3245277568573
35,9.983,47.6469268674085
35,9.984,46.9688047752258
35,9.985,46.2901931910538
35,9.986,45.611123985917
35,9.987,44.9316291817227
35,9.988,44.2517409417561
35,9.989,43.5714915610552
35,9.99,42.8909134566844
35,9.991,42.2100391579084
35,9.992,41.528901296272
35,9.993,40.8475325955975
35,9.994,40.1659658619023
35,9.995,39.4842339732446
35,9.996,38.8023698695107
35,9.997,38.1204065421364
35,9.998,37.4383770237894
35,9.999,36.7563143780047
35,10,36.0742516887896
35,10.001,35.3922220501993
35,10.002,34.7102585558973
35,10.003,34.0283942887062
35,10.004,33.3466623101513
35,10.005,32.6650956500151
35,10.006,31.9837272959029
35,10.007,31.3025901828274
35,10.008,30.6217171828238
35,10.009,29.941141094607
35,10.01,29.2608946332608
35,10.011,28.5810104199915
35,10.012,27.9015209719422
35,10.013,27.2224586920585
35,10.014,26.5438558590499
35,10.015,25.865744617423
35,10.016,25.1881569676064
35,10.017,24.5111247561731
35,10.018,23.8346796661711
35,10.019,23.1588532075624
35,10.02,22.4836767077807
35,10.021,21.8091813024148
35,10.022,21.1353979260304
35,10.023,20.4623573031173
35,10.024,19.7900899391977
35,10.025,19.1186261120727
35,10.026,18.4479958632318
35,10.027,17.7782289894259
35,10.028,17.1093550344075
35,10.029,16.441403280843
35,10.03,15.7744027424064
35,10.031,15.1083821560556
35,10.032,14.4433699745041
35,10.033,13.7793943588689
35,10.034,13.1164831715357
35,10.035,12.4546639692115
35,10.036,11.7939639961902
35,10.037,11.1344101778235
35,10.038,10.4760291142034
35,10.039,9.81884707406003
35,10.04,9.1628899888798
35,10.041,8.50818344724143
35,10.042,7.85475268937291
35,10.043,7.20262260193782
35,10.044,6.55181771304223
35,10.045,5.90236218747508
35,10.046,5.25427982217184
35,10.047,4.60759404191314
35,10.048,3.96232789525205
35,10.049,3.31850405067101
35,10.05,2.67614479297168
40,9.95,8.02802745645624
40,9.951,7.38604638783917
40,9.952,6.74246497142161
40,9.953,6.09730402011105
40,9.954,5.4505847715093
40,9.955,4.80232888586918
40,9.956,4.15255844380841
40,9.957,3.5012959437632
40,9.958,2.84856429920054
40,9.959,2.19438683557368
40,9.96,1.53878728701984
40,9.961,0.881789792807129
40,9.962,0.22341889352088
40,9.963,-0.436300473007556
40,9.964,-1.09734297602671
40,9.965,-1.75968289645372
40,9.966,-2.42329413171371
40,9.967,-3.08815020084795
40,9.968,-3.75422424986824
40,9.969,-4.42148905737057
40,9.97,-5.08991704040621
40,9.971,-5.75948026060005
40,9.972,-6.43015043052565
40,9.973,-7.10189892032335
40,9.974,-7.77469676456864
40,9.975,-8.44851466938243
40,9.976,-9.1233230197783
40,9.977,-9.79909188725394
40,9.978,-10.4757910376063
40,9.979,-11.1533899389827
40,9.98,-11.831857770153
40,9.981,-12.5111634290003
40,9.982,-13.1912755412299
40,9.983,-13.8721624692865
40,9.984,-14.5537923214729
40,9.985,-15.2361329612706
40,9.986,-15.919152016848
40,9.987,-16.6028168907607
40,9.988,-17.2870947698231
40,9.989,-17.9719526351589
40,9.99,-18.6573572724121
40,9.991,-19.3432752821161
40,9.992,-20.0296730902165
40,9.993,-20.7165169587306
40,9.994,-21.4037729965448
40,9.995,-22.0914071703378
40,9.996,-22.7793853156166
40,9.997,-23.4676731478693
40,9.998,-24.1562362738114
40,9.999,-24.8450402027253
40,10,-25.5340503578814
40,10.001,-26.2232320880344
40,10.002,-26.9125506789808
40,10.003,-27.6019713651694
40,10.004,-28.2914593413616
40,10.005,-28.980979774321
40,10.006,-29.6704978145315
40,10.007,-30.359978607932
40,10.008,-31.0493873076573
40,10.009,-31.7386890857691
40,10.01,-32.427849144987
40,10.011,-33.1168327303845
40,10.012,-33.8056051410519
40,10.013,-34.4941317417337
40,10.014,-35.1823779743935
40,10.015,-35.8703093697294
40,10.016,-36.5578915586175
40,10.017,-37.2450902834745
40,10.018,-37.9318714095306
40,10.019,-38.6182009360047
40,10.02,-39.3040450071751
40,10.021,-39.9893699233339
40,10.022,-40.6741421516106
40,10.023,-41.3583283366776
40,10.024,-42.0418953112977
40,10.025,-42.7248101067364
40,10.026,-43.4070399630126
40,10.027,-44.0885523389836
40,10.028,-44.7693149222606
40,10.029,-45.4492956389473
40,10.03,-46.1284626631917
40,10.031,-46.8067844265461
40,10.032,-47.4842296271234
40,10.033,-48.1607672385657
40,10.034,-48.8363665187838
40,10.035,-49.5109970184941
40,10.036,-50.184628589529
40,10.037,-50.8572313929237
40,10.038,-51.5287759067753
40,10.039,-52.1992329338653
40,10.04,-52.8685736090439
40,10.041,-53.536769406373
40,10.042,-54.2037921460274
40,10.043,-54.8696140009416
40,10.044,-55.5342075032134
40,10.045,-56.1975455502473
40,10.046,-56.8596014106491
40,10.047,-57.5203487298587
40,10.048,-58.1797615355263
40,10.049,-58.8378142426309
40,10.05,-59.4944816583371
45,9.95,-43.1394570921605
45,9.951,-43.7935455546324
45,9.952,-44.4493410780651
45,9.953,-45.1068210437582
45,9.954,-45.7659623693324
45,9.955,-46.4267415114807
45,9.956,-47.0891344689979
45,9.957,-47.7531167861061
45,9.958,-48.4186635560554
45,9.959,-49.0857494250164
45,9.96,-49.7543485962624
45,9.961,-50.4244348346351
45,9.962,-51.0959814713022
45,9.963,-51.7689614088028
45,9.964,-52.4433471263766
45,9.965,-53.1191106855842
45,9.966,-53.7962237362047
45,9.967,-54.4746575224287
45,9.968,-55.1543828893213
45,9.969,-55.8353702895677
45,9.97,-56.5175897904984
45,9.971,-57.2010110813826
45,9.972,-57.885603480996
45,9.973,-58.5713359454512
45,9.974,-59.2581770762929
45,9.975,-59.9460951288509
45,9.976,-60.6350580208425
45,9.977,-61.3250333412309
45,9.978,-62.0159883593175
45,9.979,-62.7078900340785
45,9.98,-63.400705023729
45,9.981,-64.0943996955123
45,9.982,-64.788940135709
45,9.983,-65.4842921598586
45,9.984,-66.1804213231812
45,9.985,-66.8772929312019
45,9.986,-67.5748720505582
45,9.987,-68.2731235199972
45,9.988,-68.9720119615369
45,9.989,-69.6715017917998
45,9.99,-70.3715572334989
45,9.991,-71.0721423270705
45,9.992,-71.7732209424498
45,9.993,-72.4747567909704
45,9.994,-73.1767134373876
45,9.995,-73.879054312011
45,9.996,-74.5817427229341
45,9.997,-75.2847418683631
45,9.998,-75.9880148490178
45,9.999,-76.691524680609
45,10,-77.3952343063729
45,10.001,-78.0991066096604
45,10.002,-78.8031044265636
45,10.003,-79.5071905585722
45,10.004,-80.211327785253
45,10.005,-80.9154788769354
45,10.006,-81.6196066073962
45,10.007,-82.3236737665373
45,10.008,-83.0276431730393
45,10.009,-83.7314776869782
45,10.01,-84.4351402224134
45,10.011,-85.1385937599124
45,10.012,-85.8418013590115
45,10.013,-86.5447261706229
45,10.014,-87.247331449339
45,10.015,-87.9495805656564
45,10.016,-88.6514370180989
45,10.017,-89.3528644452297
45,10.018,-90.0538266375414
45,10.019,-90.7542875492209
45,10.02,-91.4542113097782
45,10.021,-92.1535622355287
45,10.022,-92.8523048409157
45,10.023,-93.5504038496846
45,10.024,-94.2478242058695
45,10.025,-94.944531084617
45,10.026,-95.6404899028172
45,10.027,-96.3356663295426
45,10.028,-97.0300262962889
45,10.029,-97.7235360070106
45,10.03,-98.4161619479439
45,10.031,-99.1078708972103
45,10.032,-99.7986299341894
45,10.033,-100.488406448681
45,10.034,-101.17716814981
45,10.035,-101.864883074706
45,10.036,-102.55151959693
45,10.037,-103.23704643466
45,10.038,-103.921432658615
45,10.039,-104.604647699732
45,10.04,-105.286661356578
45,10.041,-105.967443802495
45,10.042,-106.646965592489
45,10.043,-107.325197669844
45,10.044,-108.002111372472
45,10.045,-108.677678438982
45,10.046,-109.351871014485
45,10.047,-110.02466165612
45,10.048,-110.696023338305
45,10.049,-111.365929457713
45,10.05,-112.034353837972
50,9.95,-99.3749239386661
50,9.951,-100.037616319665
50,9.952,-100.701838744114
50,9.953,-101.367568280717
50,9.954,-102.034781598979
50,9.955,-102.703454972916
50,9.956,-103.373564285001
50,9.957,-104.045085030348
50,9.958,-104.717992321122
50,9.959,-105.392260891184
50,9.96,-106.067865100975
50,9.961,-106.744778942612
50,9.962,-107.422976045235
50,9.963,-108.102429680565
50,9.964,-108.783112768688
50,9.965,-109.464997884069
50,9.966,-110.148057261778
50,9.967,-110.832262803936
50,9.968,-111.517586086377
50,9.969,-112.203998365512
50,9.97,-112.891470585412
50,9.971,-113.579973385085
50,9.972,-114.269477105956
50,9.973,-114.959951799541
50,9.974,-115.651367235311
50,9.975,-116.343692908748
50,9.976,-117.03689804957
50,9.977,-117.730951630149
50,9.978,-118.425822374083
50,9.979,-119.121478764944
50,9.98,-119.817889055184
50,9.981,-120.515021275198
50,9.982,-121.212843242522
50,9.983,-121.911322571197
50,9.984,-122.610426681244
50,9.985,-123.310122808287
50,9.986,-124.010378013287
50,9.987,-124.711159192401
50,9.988,-125.412433086945
50,9.989,-126.114166293466
50,9.99,-126.816325273897
50,9.991,-127.518876365816
50,9.992,-128.221785792778
50,9.993,-128.925019674721
50,9.994,-129.628544038437
50,9.995,-130.332324828113
50,9.996,-131.036327915908
50,9.997,-131.740519112588
50,9.998,-132.444864178187
50,9.999,-133.149328832709
50,10,-133.853878766836
50,10.001,-134.558479652665
50,10.002,-135.263097154441
50,10.003,-135.967696939292
50,10.004,-136.672244687961
50,10.005,-137.376706105506
50,10.006,-138.081046931994
50,10.007,-138.78523295315
50,10.008,-139.489230010973
50,10.009,-140.193004014305
50,10.01,-140.896520949346
50,10.011,-141.599746890107
50,10.012,-142.302648008787
50,10.013,-143.005190586101
50,10.014,-143.70734102149
50,10.015,-144.409065843267
50,10.016,-145.110331718658
50,10.017,-145.811105463743
50,10.018,-146.511354053284
50,10.019,-147.211044630439
50,10.02,-147.910144516358
50,10.021,-148.608621219649
50,10.022,-149.306442445699
50,10.023,-150.00357610588
50,10.024,-150.699990326583
50,10.025,-151.395653458117
50,10.026,-152.090534083451
50,10.027,-152.784601026784
50,10.028,-153.477823361962
50,10.029,-154.170170420715
50,10.03,-154.861611800724
50,10.031,-155.552117373502
50,10.032,-156.241657292094
50,10.033,-156.930201998593
50,10.034,-157.617722231454
50,10.035,-158.304189032624
50,10.036,-158.989573754464
50,10.037,-159.673848066469
50,10.038,-160.356983961795
50,10.039,-161.03895376356
50,10.04,-161.719730130951
50,10.041,-162.399286065103
50,10.042,-163.077594914783
50,10.043,-163.754630381836
50,10.044,-164.430366526427
50,10.045,-165.104777772058
50,10.046,-165.77783891037
50,10.047,-166.449525105709
50,10.048,-167.119811899485
50,10.049,-167.788675214302
50,10.05,-168.456091357861
55,9.95,-157.679785908397
55,9.951,-158.338393550763
55,9.952,-158.998630619793
55,9.953,-159.660476606303
55,9.954,-160.323910585966
55,9.955,-160.988911221392
55,9.956,-161.655456764443
55,9.957,-162.323525058784
55,9.958,-162.993093542655
55,9.959,-163.664139251877
55,9.96,-164.336638823099
55,9.961,-165.010568497268
55,9.962,-165.685904123343
55,9.963,-166.362621162234
55,9.964,-167.040694690985
55,9.965,-167.72009940718
55,9.966,-168.400809633595
55,9.967,-169.082799323071
55,9.968,-169.766042063632
55,9.969,-170.450511083818
55,9.97,-171.136179258261
55,9.971,-171.823019113484
55,9.972,-172.511002833921
55,9.973,-173.200102268171
55,9.974,-173.890288935459
55,9.975,-174.581534032333
55,9.976,-175.27380843956
55,9.977,-175.967082729246
55,9.978,-176.66132717216
55,9.979,-177.356511745266
55,9.98,-178.052606139452
55,9.981,-178.749579767466
55,9.982,-179.447401772036
55,9.983,-180.146041034184
55,9.984,-180.845466181722
55,9.985,-181.545645597931
55,9.986,-182.246547430406
55,9.987,-182.948139600082
55,9.988,-183.65038981041
55,9.989,-184.3532655567
55,9.99,-185.056734135611
55,9.991,-185.760762654785
55,9.992,-186.465318042626
55,9.993,-187.170367058203
55,9.994,-187.875876301284
55,9.995,-188.581812222491
55,9.996,-189.288141133557
55,9.997,-189.994829217701
55,9.998,-190.701842540091
55,9.999,-191.4091470584
55,10,-192.116708633441
55,10.001,-192.824493039888
55,10.002,-193.532465977052
55,10.003,-194.240593079719
55,10.004,-194.948839929046
55,10.005,-195.657172063495
55,10.006,-196.365554989803
55,10.007,-197.07395419398
55,10.008,-197.78233515233
55,10.009,-198.490663342475
55,10.01,-199.198904254393
55,10.011,-199.907023401442
55,10.012,-200.614986331369
55,10.013,-201.322758637312
55,10.014,-202.030305968757
55,10.015,-202.737594042465
55,10.016,-203.444588653347
55,10.017,-204.151255685297
55,10.018,-204.857561121949
55,10.019,-205.563471057373
55,10.02,-206.268951706692
55,10.021,-206.973969416615
55,10.022,-207.678490675868
55,10.023,-208.382482125542
55,10.024,-209.085910569312
55,10.025,-209.78874298356
55,10.026,-210.490946527365
55,10.027,-211.192488552364
55,10.028,-211.893336612481
55,10.029,-212.59345847351
55,10.03,-213.292822122554
55,10.031,-213.9913957773
55,10.032,-214.689147895132
55,10.033,-215.386047182092
55,10.034,-216.082062601649
55,10.035,-216.777163383297
55,10.036,-217.47131903097
55,10.037,-218.164499331258
55,10.038,-218.856674361448
55,10.039,-219.547814497343
55,10.04,-220.237890420894
55,10.041,-220.926873127615
55,10.042,-221.614733933793
55,10.043,-222.301444483479
55,10.044,-222.986976755258
55,10.045,-223.671303068803
55,10.046,-224.3543960912
55,10.047,-225.036228843046
55,10.048,-225.716774704315
55,10.049,-226.396007419996
55,10.05,-227.073901105494
60,9.95,142.694475659669
60,9.951,142.030963020182
60,9.952,141.365810092979
60,9.953,140.699039113193
60,9.954,140.030672751305
60,9.955,139.360734110154
60,9.956,138.689246721703
60,9.957,138.016234543519
60,9.958,137.341721955012
60,9.959,136.665733753398
60,9.96,135.988295149398
60,9.961,135.309431762684
60,9.962,134.629169617051
60,9.963,133.947535135332
60,9.964,133.264555134056
60,9.965,132.580256817837
60,9.966,131.894667773522
60,9.967,131.207815964064
60,9.968,130.519729722154
60,9.969,129.830437743604
60,9.97,129.139969080477
60,9.971,128.448353133973
60,9.972,127.75561964708
60,9.973,127.061798696983
60,9.974,126.366920687242
60,9.975,125.671016339742
60,9.976,124.974116686423
60,9.977,124.27625306078
60,9.978,123.577457089169
60,9.979,122.877760681884
60,9.98,122.177196024047
60,9.981,121.475795566299
60,9.982,120.773592015295
60,9.983,120.070618324022
60,9.984,119.366907681943
60,9.985,118.662493504958
60,9.986,117.957409425224
60,9.987,117.251689280797
60,9.988,116.545367105144
60,9.989,115.838477116508
60,9.99,115.13105370714
60,9.991,114.42313143241
60,9.992,113.714744999806
60,9.993,113.005929257814
60,9.994,112.296719184714
60,9.995,111.587149877276
60,9.996,110.877256539378
60,9.997,110.167074470552
60,9.998,109.456639054463
60,9.999,108.745985747338
60,10,108.035150066346
60,10.001,107.324167577943
60,10.002,106.613073886188
60,10.003,105.901904621038
60,10.004,105.190695426643
60,10.005,104.479481949628
60,10.006,103.768299827393
60,10.007,103.057184676425
60,10.008,102.346172080639
60,10.009,101.635297579761
60,10.01,100.924596657738
60,10.011,100.214104731218
60,10.012,99.5038571380941
60,10.013,98.7938891260941
60,10.014,98.0842358414794
60,10.015,97.3749323178141
60,10.016,96.6660134648331
60,10.017,95.9575140574137
60,10.018,95.2494687246613
60,10.019,94.5419119391127
60,10.02,93.8348780060645
60,10.021,93.1284010530369
60,10.022,92.4225150193856
60,10.023,91.7172536460475
60,10.024,91.01265046546
60,10.025,90.3087387916279
60,10.026,89.605551710365
60,10.027,88.9031220697115
60,10.028,88.2014824705303
60,10.029,87.5006652572879
60,10.03,86.8007025090297
60,10.031,86.1016260305515
60,10.032,85.4034673437794
60,10.033,84.7062576793396
60,10.034,84.0100279683597
60,10.035,83.3148088344721
60,10.036,82.6206305860435
60,10.037,81.9275232086266
60,10.038,81.2355163576355
60,10.039,80.5446393512537
60,10.04,79.8549211635763
60,10.041,79.1663904179863
60,10.042,78.479075380766
60,10.043,77.7930039549553
60,10.044,77.1082036744439
60,10.045,76.4247016983152
60,10.046,75.7425248054276
60,10.047,75.0616993892479
60,10.048,74.3822514529291
60,10.049,73.7042066046341
60,10.05,73.0275900531089
65,9.95,82.1191518949494
65,9.951,81.4454941912715
65,9.952,80.7703107981436
65,9.953,80.0936253040464
65,9.954,79.4154616993597
65,9.955,78.7358443721651
65,9.956,78.0547981038109
65,9.957,77.3723480642237
65,9.958,76.6885198069904
65,9.959,76.0033392641973
65,9.96,75.3168327410288
65,9.961,74.6290269101363
65,9.962,73.9399488057699
65,9.963,73.2496258176805
65,9.964,72.5580856847966
65,9.965,71.8653564886732
65,9.966,71.1714666467263
65,9.967,70.4764449052378
65,9.968,69.7803203321589
65,9.969,69.0831223096994
65,9.97,68.3848805267089
65,9.971,67.6856249708632
65,9.972,66.9853859206492
65,9.973,66.2841939371636
65,9.974,65.5820798557234
65,9.975,64.8790747772958
65,9.976,64.1752100597588
65,9.977,63.4705173089837
65,9.978,62.7650283697656
65,9.979,62.0587753165893
65,9.98,61.3517904442495
65,9.981,60.644106258328
65,9.982,59.935755465531
65,9.983,59.2267709638981
65,9.984,58.5171858328899
65,9.985,57.8070333233566
65,9.986,57.0963468474033
65,9.987,56.3851599681449
65,9.988,55.6735063893779
65,9.989,54.9614199451574
65,9.99,54.2489345892991
65,9.991,53.5360843848117
65,9.992,52.8229034932601
65,9.993,52.1094261640795
65,9.994,51.3956867238372
65,9.995,50.6817195654549
65,9.996,49.9675591374028
65,9.997,49.2532399328612
65,9.998,48.5387964788731
65,9.999,47.824263325484
65,10,47.1096750348835
65,10.001,46.3950661705492
65,10.002,45.6804712864092
65,10.003,44.9659249160269
65,10.004,44.2514615618108
65,10.005,43.5371156842676
65,10.006,42.8229216912974
65,10.007,42.1089139275401
65,10.008,41.3951266637809
65,10.009,40.6815940864308
65,10.01,39.9683502870656
65,10.011,39.2554292520591
65,10.012,38.542864852305
65,10.013,37.830690833016
65,10.014,37.1189408036447
65,10.015,36.4076482279023
65,10.016,35.6968464138901
65,10.017,34.9865685043543
65,10.018,34.2768474670675
65,10.019,33.5677160853414
65,10.02,32.8592069486753
65,10.021,32.1513524435491
65,10.022,31.4441847443713
65,10.023,30.7377358045667
65,10.024,30.0320373478408
65,10.025,29.3271208595931
65,10.026,28.623017578506
65,10.027,27.9197584883069
65,10.028,27.2173743097062
65,10.029,26.5158954925149
65,10.03,25.8153522079488
65,10.031,25.115774341122
65,10.032,24.417191483738
65,10.033,23.7196329269596
65,10.034,23.0231276544974
65,10.035,22.3277043358864
65,10.036,21.6333913199737
65,10.037,20.9402166286101
65,10.038,20.2482079505492
65,10.039,19.557392635559
65,10.04,18.8677976887476
65,10.041,18.1794497651014
65,10.042,17.4923751642374
65,10.043,16.8065998253772
65,10.044,16.122149322533
65,10.045,15.4390488599185
65,10.046,14.7573232675734
65,10.047,14.0769969972121
65,10.048,13.3980941182911
65,10.049,12.7206383142945
65,10.05,12.0446528792407
70,9.95,18.6071186949302
70,9.951,17.9356316530779
70,9.952,17.2625836326595
70,9.953,16.5879967227989
70,9.954,15.9118934194083
70,9.955,15.2342966221587
70,9.956,14.5552296312208
70,9.957,13.8747161437605
70,9.958,13.1927802502107
70,9.959,12.5094464303049
70,9.96,11.8247395488721
70,9.961,11.1386848514043
70,9.962,10.4513079593851
70,9.963,9.76263486538665
70,9.964,9.07269192793755
70,9.965,8.38150586615609
70,9.966,7.68910375416196
70,9.967,6.99551301524937
70,9.968,6.30076141584619
70,9.969,5.60487705924699
70,9.97,4.90788837912262
70,9.971,4.2098241328186
70,9.972,3.51071339443291
70,9.973,2.81058554768877
70,9.974,2.10947027859557
70,9.975,1.40739756790724
70,9.976,0.704397683384444
70,9.977,0.000501171852872712
70,9.978,-0.70426114891986
70,9.979,-1.40985819854166
