Frequency (GHz),Phase (deg)
9.95,-167.458774618245
9.951,-168.064744137302
9.952,-168.672284540826
9.953,-169.281375635438
9.954,-169.891996830179
9.955,-170.50412713862
9.956,-171.117745181199
9.957,-171.732829187788
9.958,-172.349357000499
9.959,-172.967306076715
9.96,-173.586653492366
9.961,-174.207375945429
9.962,-174.829449759678
9.963,-175.45285088866
9.964,-176.077554919912
9.965,-176.703537079417
9.966,-177.330772236286
9.967,-177.959234907694
9.968,-178.588899264029
9.969,-179.219739134289
9.97,-179.851728011707
9.971,-180.484839059599
9.972,-181.119045117452
9.973,-181.754318707224
9.974,-182.390632039879
9.975,-183.027957022132
9.976,-183.666265263414
9.977,-184.305528083053
9.978,-184.945716517662
9.979,-185.586801328727
9.98,-186.228753010408
9.981,-186.871541797522
9.982,-187.515137673733
9.983,-188.159510379913
9.984,-188.804629422698
9.985,-189.450464083209
9.986,-190.096983425948
9.987,-190.744156307862
9.988,-191.391951387553
9.989,-192.040337134652
9.99,-192.689281839327
9.991,-193.338753621934
9.992,-193.988720442799
9.993,-194.639150112121
9.994,-195.290010299986
9.995,-195.941268546505
9.996,-196.592892272029
9.997,-197.244848787478
9.998,-197.897105304743
9.999,-198.549628947167
10.0,-199.202386760089
10.001,-199.855345721462
10.002,-200.508472752504
10.003,-201.161734728401
10.004,-201.81509848905
10.005,-202.468530849814
10.006,-203.1219986123
10.007,-203.775468575154
10.008,-204.42890754484
10.009,-205.082282346416
10.01,-205.735559834301
10.011,-206.388706903002
10.012,-207.04169049781
10.013,-207.694477625461
10.014,-208.347035364733
10.015,-208.999330876988
10.016,-209.651331416648
10.017,-210.30300434159
10.018,-210.954317123456
10.019,-211.605237357871
10.02,-212.255732774564
10.021,-212.905771247375
10.022,-213.555320804149
10.023,-214.204349636509
10.024,-214.85282610949
10.025,-215.500718771051
10.026,-216.147996361428
10.027,-216.794627822345
10.028,-217.440582306064
10.029,-218.085829184279
10.03,-218.73033805683
10.031,-219.374078760255
10.032,-220.017021376147
10.033,-220.659136239348
10.034,-221.300393945926
10.035,-221.940765360984
10.036,-222.580221626248
10.037,-223.218734167464
10.038,-223.856274701589
10.039,-224.492815243764
10.04,-225.128328114075
10.041,-225.762785944104
10.042,-226.396161683251
10.043,-227.028428604838
10.044,-227.659560311989
10.045,-228.289530743282
10.046,-228.918314178172
10.047,-229.545885242187
10.048,-230.172218911889
10.049,-230.797290519609
10.05,-231.421075757941
