Frequency (GHz),Phase (deg)
10.0,-158.7761688232422
10.0005,-159.22085571289062
10.001,-159.3194122314453
10.0015,-159.86329650878906
10.002,-159.62701416015625
10.0025,-160.10693359375
10.003,-160.09275817871094
10.0035,-160.42752075195312
10.004,-160.75001525878906
10.0045,-161.08660888671875
10.005,-161.12399291992188
10.0055,-161.52236938476562
10.006,-161.78944396972656
10.0065,-161.67385864257812
10.007,-161.97146606445312
10.0075,-162.4059600830078
10.008,-162.80259704589844
10.0085,-162.55929565429688
10.009,-163.07432556152344
10.0095,-163.09713745117188
10.01,-163.7477264404297
10.0105,-163.83282470703125
10.011,-164.30738830566406
10.0115,-164.4027557373047
10.012,-164.49417114257812
10.0125,-164.99734497070312
10.013,-164.96240234375
10.0135,-165.43118286132812
10.014,-166.23822021484375
10.0145,-166.1378173828125
10.015,-166.7481231689453
10.0155,-166.8273162841797
10.016,-167.119140625
10.0165,-167.58580017089844
10.017,-167.58795166015625
10.0175,-168.08123779296875
10.018,-168.25677490234375
10.0185,-168.7891082763672
10.019,-168.8834991455078
10.0195,-169.27166748046875
10.02,-169.5721435546875
10.0205,-169.85536193847656
10.021,-169.8971405029297
10.0215,-170.05482482910156
10.022,-170.51821899414062
10.0225,-170.71746826171875
10.023,-171.1159210205078
10.0235,-171.27537536621094
10.024,-171.42120361328125
10.0245,-171.8215789794922
10.025,-172.03465270996094
10.0255,-171.97291564941406
10.026,-172.54563903808594
10.0265,-172.8419952392578
10.027,-173.09249877929688
10.0275,-173.3738555908203
10.028,-173.62718200683594
10.0285,-173.78555297851562
10.029,-174.21182250976562
10.0295,-174.40463256835938
10.03,-174.64280700683594
10.0305,-175.23379516601562
10.031,-175.45863342285156
10.0315,-175.3418426513672
10.032,-176.0088653564453
10.0325,-176.10646057128906
10.033,-176.32518005371094
10.0335,-176.5049591064453
10.034,-176.95359802246094
10.0345,-177.20437622070312
10.035,-177.61935424804688
10.0355,-178.13858032226562
10.036,-178.05160522460938
10.0365,-178.229248046875
10.037,-178.856689453125
10.0375,-179.07249450683594
10.038,-179.63771057128906
10.0385,-179.6990966796875
10.039,-179.77354431152344
10.0395,179.7291259765625
10.04,179.67088317871094
10.0405,179.08636474609375
10.041,178.863525390625
10.0415,178.8495635986328
10.042,178.29324340820312
10.0425,178.1922607421875
10.043,177.75001525878906
10.0435,177.42958068847656
10.044,177.2170867919922
10.0445,177.09178161621094
10.045,176.5736846923828
10.0455,176.2763214111328
10.046,176.0335693359375
10.0465,175.9180450439453
10.047,175.6641845703125
10.0475,175.19039916992188
10.048,175.09991455078125
10.0485,174.8363494873047
10.049,174.5474090576172
10.0495,173.98609924316406
10.05,173.77374267578125
10.0505,173.7744140625
10.051,173.34375
10.0515,172.630615234375
10.052,172.86863708496094
10.0525,172.4900665283203
10.053,172.15907287597656
10.0535,171.8555145263672
10.054,171.36398315429688
10.0545,171.2293243408203
10.055,170.9759979248047
10.0555,170.52557373046875
10.056,170.3335723876953
10.0565,170.22938537597656
10.057,169.9008026123047
10.0575,169.45828247070312
10.058,169.4205780029297
10.0585,168.98255920410156
10.059,168.61241149902344
10.0595,168.5591583251953
10.06,167.89080810546875
10.0605,167.88536071777344
10.061,167.33123779296875
10.0615,167.04373168945312
10.062,166.65701293945312
10.0625,166.6381378173828
10.063,166.2119903564453
10.0635,166.03656005859375
10.064,165.72540283203125
10.0645,165.32089233398438
10.065,164.93511962890625
10.0655,164.63552856445312
10.066,164.2491455078125
10.0665,163.98390197753906
10.067,164.09829711914062
10.0675,163.50987243652344
10.068,163.57699584960938
10.0685,162.79290771484375
10.069,162.8826141357422
10.0695,162.16062927246094
10.07,162.0327911376953
10.0705,161.95120239257812
10.071,161.44654846191406
10.0715,161.10098266601562
10.072,160.96339416503906
10.0725,160.4230499267578
10.073,160.4176483154297
10.0735,160.13998413085938
10.074,159.818359375
10.0745,159.61619567871094
10.075,159.08663940429688
10.0755,159.00660705566406
10.076,158.48089599609375
10.0765,158.1541748046875
10.077,158.26336669921875
10.0775,157.6674041748047
10.078,157.1144256591797
10.0785,157.04083251953125
10.079,156.42100524902344
10.0795,156.40896606445312
10.08,155.96026611328125
10.0805,155.55165100097656
10.081,155.3416290283203
10.0815,155.02622985839844
10.082,154.94830322265625
10.0825,154.57200622558594
10.083,154.1934051513672
10.0835,153.93838500976562
10.084,153.72323608398438
10.0845,153.10858154296875
10.085,153.09713745117188
10.0855,152.8749542236328
10.086,152.40101623535156
10.0865,152.30288696289062
10.087,151.83836364746094
10.0875,151.6351776123047
10.088,151.41165161132812
10.0885,151.1291961669922
10.089,150.88523864746094
10.0895,150.4000244140625
10.09,150.16534423828125
10.0905,149.9823760986328
10.091,149.5626678466797
10.0915,149.40187072753906
10.092,149.12619018554688
10.0925,148.54876708984375
10.093,148.5550079345703
10.0935,148.0576934814453
10.094,147.755126953125
10.0945,147.62814331054688
10.095,147.24554443359375
10.0955,146.92112731933594
10.096,146.55873107910156
10.0965,146.34703063964844
10.097,145.91136169433594
10.0975,145.7937469482422
10.098,145.29458618164062
10.0985,145.0135955810547
10.099,144.5690460205078
10.0995,144.1850128173828
10.1,143.86207580566406
