Frequency (GHz),Phase (deg)
10.0,-27.622190475463867
10.0005,-27.887420654296875
10.001,-28.06324577331543
10.0015,-28.213977813720703
10.002,-28.367534637451172
10.0025,-28.77703857421875
10.003,-28.70185089111328
10.0035,-29.099422454833984
10.004,-29.17816925048828
10.0045,-29.269638061523438
10.005,-29.418771743774414
10.0055,-29.84900665283203
10.006,-29.95396614074707
10.0065,-30.242387771606445
10.007,-30.302967071533203
10.0075,-30.517452239990234
10.008,-30.782760620117188
10.0085,-30.861827850341797
10.009,-31.31141471862793
10.0095,-31.402917861938477
10.01,-31.745328903198242
10.0105,-31.997343063354492
10.011,-32.28083801269531
10.0115,-32.4804573059082
10.012,-32.7413215637207
10.0125,-32.85456085205078
10.013,-33.156005859375
10.0135,-33.51693344116211
10.014,-33.82320785522461
10.0145,-33.980926513671875
10.015,-34.33198165893555
10.0155,-34.640907287597656
10.016,-34.94308090209961
10.0165,-35.11465835571289
10.017,-35.37479782104492
10.0175,-35.64519500732422
10.018,-35.723106384277344
10.0185,-36.221710205078125
10.019,-36.31616973876953
10.0195,-36.60395050048828
10.02,-36.82663345336914
10.0205,-37.12571334838867
10.021,-37.32883834838867
10.0215,-37.48995590209961
10.022,-37.803646087646484
10.0225,-38.1125373840332
10.023,-38.27920150756836
10.0235,-38.276180267333984
10.024,-38.65302276611328
10.0245,-38.93616485595703
10.025,-39.209102630615234
10.0255,-39.38797378540039
10.026,-39.5566291809082
10.0265,-39.67677688598633
10.027,-40.13813781738281
10.0275,-40.460548400878906
10.028,-40.55388259887695
10.0285,-40.950035095214844
10.029,-41.02621841430664
10.0295,-41.237571716308594
10.03,-41.70365524291992
10.0305,-41.93051528930664
10.031,-42.10911560058594
10.0315,-42.418819427490234
10.032,-42.60575485229492
10.0325,-43.00654983520508
10.033,-43.199241638183594
10.0335,-43.54648971557617
10.034,-43.80905532836914
10.0345,-43.910888671875
10.035,-44.23978042602539
10.0355,-44.40802001953125
10.036,-44.769500732421875
10.0365,-45.038116455078125
10.037,-45.17939758300781
10.0375,-45.48361587524414
10.038,-45.70912170410156
10.0385,-45.91094970703125
10.039,-46.29077911376953
10.0395,-46.502105712890625
10.04,-46.755828857421875
10.0405,-47.06349563598633
10.041,-47.254512786865234
10.0415,-47.501914978027344
10.042,-47.6825065612793
10.0425,-48.10722351074219
10.043,-48.227848052978516
10.0435,-48.43101119995117
10.044,-48.77547073364258
10.0445,-49.19116973876953
10.045,-49.35844802856445
10.0455,-49.56608200073242
10.046,-49.816246032714844
10.0465,-50.15029525756836
10.047,-50.343299865722656
10.0475,-50.618534088134766
10.048,-50.76140213012695
10.0485,-51.106590270996094
10.049,-51.20033645629883
10.0495,-51.59624099731445
10.05,-51.91669464111328
10.0505,-52.0140266418457
10.051,-52.305076599121094
10.0515,-52.78068923950195
10.052,-52.971004486083984
10.0525,-53.13938903808594
10.053,-53.3669319152832
10.0535,-53.738243103027344
10.054,-53.876670837402344
10.0545,-54.156253814697266
10.055,-54.38087844848633
10.0555,-54.672855377197266
10.056,-55.02497100830078
10.0565,-55.15688705444336
10.057,-55.42619705200195
10.0575,-55.6446418762207
10.058,-56.029388427734375
10.0585,-56.23246383666992
10.059,-56.5169563293457
10.0595,-56.8531608581543
10.06,-57.196266174316406
10.0605,-57.45987319946289
10.061,-57.67648696899414
10.0615,-57.89509582519531
10.062,-58.365074157714844
10.0625,-58.454505920410156
10.063,-58.79090881347656
10.0635,-59.099735260009766
10.064,-59.403446197509766
10.0645,-59.77341079711914
10.065,-59.88149642944336
10.0655,-60.12392807006836
10.066,-60.45740509033203
10.0665,-60.75576400756836
10.067,-60.91775894165039
10.0675,-61.11529541015625
10.068,-61.35774230957031
10.0685,-61.63483428955078
10.069,-61.778560638427734
10.0695,-62.24565887451172
10.07,-62.46928405761719
10.0705,-62.50093078613281
10.071,-62.93697738647461
10.0715,-63.23126983642578
10.072,-63.49393081665039
10.0725,-63.73058319091797
10.073,-63.97174835205078
10.0735,-64.21467590332031
10.074,-64.41975402832031
10.0745,-64.78030395507812
10.075,-64.93370056152344
10.0755,-65.33529663085938
10.076,-65.59188842773438
10.0765,-66.05314636230469
10.077,-66.067626953125
10.0775,-66.45240020751953
10.078,-66.74127960205078
10.0785,-67.04502868652344
10.079,-67.4139175415039
10.0795,-67.64285278320312
10.08,-67.89640045166016
10.0805,-68.18904113769531
10.081,-68.66824340820312
10.0815,-68.79389190673828
10.082,-69.05225372314453
10.0825,-69.4290771484375
10.083,-69.5709228515625
10.0835,-70.0153579711914
10.084,-70.19332885742188
10.0845,-70.59949493408203
10.085,-70.82080841064453
10.0855,-71.067138671875
10.086,-71.2351303100586
10.0865,-71.50784301757812
10.087,-71.8460922241211
10.0875,-72.07491302490234
10.088,-72.2073974609375
10.0885,-72.49365997314453
10.089,-72.75626373291016
10.0895,-72.99993133544922
10.09,-73.21783447265625
10.0905,-73.43824768066406
10.091,-73.80132293701172
10.0915,-74.03370666503906
10.092,-74.35478973388672
10.0925,-74.67144775390625
10.093,-74.75538635253906
10.0935,-74.97344970703125
10.094,-75.40113067626953
10.0945,-75.58729553222656
10.095,-76.00051879882812
10.0955,-76.23648071289062
10.096,-76.56478881835938
10.0965,-76.85064697265625
10.097,-77.14501953125
10.0975,-77.39119720458984
10.098,-77.81397247314453
10.0985,-78.00726318359375
10.099,-78.4340591430664
10.0995,-78.6957015991211
10.1,-79.02323913574219
