Frequency (GHz),Phase (deg)
10.0,-150.54983520507812
10.0005,-150.71600341796875
10.001,-150.9108428955078
10.0015,-150.95840454101562
10.002,-151.31396484375
10.0025,-151.89089965820312
10.003,-151.48016357421875
10.0035,-151.95936584472656
10.004,-152.21493530273438
10.0045,-152.41213989257812
10.005,-152.37876892089844
10.0055,-152.41128540039062
10.006,-152.86485290527344
10.0065,-153.18609619140625
10.007,-153.3029022216797
10.0075,-153.30999755859375
10.008,-153.63760375976562
10.0085,-153.87643432617188
10.009,-154.2521514892578
10.0095,-154.4708251953125
10.01,-154.5151824951172
10.0105,-154.95901489257812
10.011,-155.14846801757812
10.0115,-155.60211181640625
10.012,-155.7125701904297
10.0125,-156.04588317871094
10.013,-156.07102966308594
10.0135,-156.55499267578125
10.014,-156.82791137695312
10.0145,-157.0987091064453
10.015,-157.33592224121094
10.0155,-157.4701385498047
10.016,-157.91441345214844
10.0165,-158.25108337402344
10.017,-158.22332763671875
10.0175,-158.66452026367188
10.018,-158.97459411621094
10.0185,-159.25331115722656
10.019,-159.3931121826172
10.0195,-159.54576110839844
10.02,-159.8631591796875
10.0205,-160.0904998779297
10.021,-160.4632110595703
10.0215,-160.38719177246094
10.022,-161.00660705566406
10.0225,-161.1045379638672
10.023,-161.35655212402344
10.0235,-161.48094177246094
10.024,-161.67518615722656
10.0245,-162.01060485839844
10.025,-162.23690795898438
10.0255,-162.58021545410156
10.026,-162.85411071777344
10.0265,-162.81639099121094
10.027,-163.2740478515625
10.0275,-163.43397521972656
10.028,-163.7056121826172
10.0285,-164.0050811767578
10.029,-163.96963500976562
10.0295,-164.4579315185547
10.03,-164.76588439941406
10.0305,-165.1480712890625
10.031,-165.11141967773438
10.0315,-165.571044921875
10.032,-165.76463317871094
10.0325,-165.8270263671875
10.033,-166.3165740966797
10.0335,-166.47525024414062
10.034,-166.728271484375
10.0345,-166.9893798828125
10.035,-167.45045471191406
10.0355,-167.65199279785156
10.036,-167.99948120117188
10.0365,-168.14532470703125
10.037,-168.45956420898438
10.0375,-168.68264770507812
10.038,-168.91079711914062
10.0385,-169.18080139160156
10.039,-169.55519104003906
10.0395,-169.4613494873047
10.04,-169.8553924560547
10.0405,-170.1505584716797
10.041,-170.54502868652344
10.0415,-170.53216552734375
10.042,-170.907958984375
10.0425,-171.16908264160156
10.043,-171.5744171142578
10.0435,-171.61676025390625
10.044,-171.8612823486328
10.0445,-172.12710571289062
10.045,-172.48463439941406
10.0455,-172.54429626464844
10.046,-172.87249755859375
10.0465,-173.41510009765625
10.047,-173.5293426513672
10.0475,-173.82896423339844
10.048,-173.91195678710938
10.0485,-174.32998657226562
10.049,-174.4410858154297
10.0495,-174.820068359375
10.05,-174.98619079589844
10.0505,-175.2308807373047
10.051,-175.32177734375
10.0515,-175.86976623535156
10.052,-176.0962371826172
10.0525,-176.26869201660156
10.053,-176.48709106445312
10.0535,-176.86148071289062
10.054,-176.8535614013672
10.0545,-177.59234619140625
10.055,-177.55653381347656
10.0555,-177.86392211914062
10.056,-178.0741729736328
10.0565,-178.21241760253906
10.057,-178.8107147216797
10.0575,-179.0173797607422
10.058,-179.1610565185547
10.0585,-179.50596618652344
10.059,-179.78897094726562
10.0595,-179.9338836669922
10.06,179.67877197265625
10.0605,179.61868286132812
10.061,179.15170288085938
10.0615,178.98095703125
10.062,178.37457275390625
10.0625,178.5201873779297
10.063,178.12417602539062
10.0635,177.85311889648438
10.064,177.36154174804688
10.0645,176.9900360107422
10.065,177.06919860839844
10.0655,176.6416778564453
10.066,176.41123962402344
10.0665,176.40725708007812
10.067,175.94363403320312
10.0675,175.6638641357422
10.068,175.40248107910156
10.0685,175.32977294921875
10.069,174.8907012939453
10.0695,174.75900268554688
10.07,174.56295776367188
10.0705,174.10708618164062
10.071,173.8223114013672
10.0715,173.44326782226562
10.072,173.38597106933594
10.0725,173.251220703125
10.073,172.93966674804688
10.0735,172.31900024414062
10.074,172.36868286132812
10.0745,171.7743682861328
10.075,171.96328735351562
10.0755,171.53733825683594
10.076,171.26681518554688
10.0765,170.659912109375
10.077,170.4530792236328
10.0775,170.47950744628906
10.078,169.94410705566406
10.0785,169.92584228515625
10.079,169.5047149658203
10.0795,168.9617462158203
10.08,168.8998565673828
10.0805,168.4844970703125
10.081,168.30308532714844
10.0815,168.0293731689453
10.082,167.9503936767578
10.0825,167.37538146972656
10.083,167.24368286132812
10.0835,166.92608642578125
10.084,166.83888244628906
10.0845,166.3168182373047
10.085,166.14122009277344
10.0855,165.88961791992188
10.086,165.77061462402344
10.0865,165.39697265625
10.087,165.1361541748047
10.0875,164.92271423339844
10.088,164.79827880859375
10.0885,164.35450744628906
10.089,164.2751007080078
10.0895,163.9996337890625
10.09,163.65487670898438
10.0905,163.52760314941406
10.091,163.297119140625
10.0915,162.9754180908203
10.092,162.52920532226562
10.0925,162.5572967529297
10.093,162.27963256835938
10.0935,161.85829162597656
10.094,161.61753845214844
10.0945,161.3795166015625
10.095,160.91455078125
10.0955,160.60923767089844
10.096,160.4108123779297
10.0965,159.9820098876953
10.097,159.80987548828125
10.0975,159.6011505126953
10.098,159.16880798339844
10.0985,159.14340209960938
10.099,158.55023193359375
10.0995,158.4298095703125
10.1,157.81332397460938
