Frequency (GHz),Phase (deg)
10.0,-153.71942138671875
10.0005,-153.99302673339844
10.001,-154.05662536621094
10.0015,-154.17465209960938
10.002,-154.37442016601562
10.0025,-154.69293212890625
10.003,-154.65951538085938
10.0035,-154.84315490722656
10.004,-154.9240264892578
10.0045,-155.1514892578125
10.005,-155.1048583984375
10.0055,-155.4347686767578
10.006,-155.46896362304688
10.0065,-155.73968505859375
10.007,-155.74160766601562
10.0075,-155.94456481933594
10.008,-156.0803680419922
10.0085,-156.24549865722656
10.009,-156.39315795898438
10.0095,-156.63223266601562
10.01,-156.69906616210938
10.0105,-156.94772338867188
10.011,-157.20126342773438
10.0115,-157.4263153076172
10.012,-157.58709716796875
10.0125,-157.73486328125
10.013,-157.86862182617188
10.0135,-158.28477478027344
10.014,-158.47085571289062
10.0145,-158.816650390625
10.015,-158.98324584960938
10.0155,-159.18014526367188
10.016,-159.35641479492188
10.0165,-159.59466552734375
10.017,-159.7300262451172
10.0175,-159.99920654296875
10.018,-160.119140625
10.0185,-160.45162963867188
10.019,-160.68011474609375
10.0195,-160.8174591064453
10.02,-161.00186157226562
10.0205,-161.19180297851562
10.021,-161.40916442871094
10.0215,-161.47201538085938
10.022,-161.8356170654297
10.0225,-161.97373962402344
10.023,-162.13853454589844
10.0235,-162.23902893066406
10.024,-162.42251586914062
10.0245,-162.57223510742188
10.025,-162.80645751953125
10.0255,-162.95635986328125
10.026,-163.16091918945312
10.0265,-163.21600341796875
10.027,-163.47183227539062
10.0275,-163.67892456054688
10.028,-163.82803344726562
10.0285,-164.12025451660156
10.029,-164.16659545898438
10.0295,-164.4043426513672
10.03,-164.69480895996094
10.0305,-164.8540496826172
10.031,-165.0576171875
10.0315,-165.2670135498047
10.032,-165.5961151123047
10.0325,-165.7523651123047
10.033,-165.961181640625
10.0335,-166.0960235595703
10.034,-166.34848022460938
10.0345,-166.51153564453125
10.035,-166.77352905273438
10.0355,-167.07687377929688
10.036,-167.24525451660156
10.0365,-167.47544860839844
10.037,-167.64913940429688
10.0375,-167.8151397705078
10.038,-167.94630432128906
10.0385,-168.25782775878906
10.039,-168.4551544189453
10.0395,-168.63327026367188
10.04,-168.7936248779297
10.0405,-169.00018310546875
10.041,-169.17713928222656
10.0415,-169.32911682128906
10.042,-169.57937622070312
10.0425,-169.75006103515625
10.043,-169.9768524169922
10.0435,-170.0946807861328
10.044,-170.2987518310547
10.0445,-170.5801544189453
10.045,-170.83453369140625
10.0455,-170.90591430664062
10.046,-171.2448272705078
10.0465,-171.504150390625
10.047,-171.53582763671875
10.0475,-171.8141326904297
10.048,-172.02127075195312
10.0485,-172.24713134765625
10.049,-172.34503173828125
10.0495,-172.64761352539062
10.05,-172.96046447753906
10.0505,-173.04568481445312
10.051,-173.27792358398438
10.0515,-173.5879364013672
10.052,-173.69882202148438
10.0525,-173.89918518066406
10.053,-174.0121612548828
10.0535,-174.30563354492188
10.054,-174.5
10.0545,-174.73292541503906
10.055,-174.93350219726562
10.0555,-175.1841278076172
10.056,-175.36839294433594
10.0565,-175.4835968017578
10.057,-175.66159057617188
10.0575,-175.94720458984375
10.058,-176.14215087890625
10.0585,-176.42164611816406
10.059,-176.5524139404297
10.0595,-176.7427215576172
10.06,-177.09442138671875
10.0605,-177.26858520507812
10.061,-177.4979248046875
10.0615,-177.69906616210938
10.062,-177.99313354492188
10.0625,-178.17247009277344
10.063,-178.41189575195312
10.0635,-178.58612060546875
10.064,-178.89425659179688
10.0645,-179.14219665527344
10.065,-179.24742126464844
10.0655,-179.52207946777344
10.066,-179.68223571777344
10.0665,-179.93182373046875
10.067,179.99307250976562
10.0675,179.76756286621094
10.068,179.51040649414062
10.0685,179.29226684570312
10.069,179.09373474121094
10.0695,178.85447692871094
10.07,178.703369140625
10.0705,178.4971923828125
10.071,178.30299377441406
10.0715,177.9694366455078
10.072,177.8037567138672
10.0725,177.6490020751953
10.073,177.4813690185547
10.0735,177.11192321777344
10.074,177.0103302001953
10.0745,176.75315856933594
10.075,176.6043243408203
10.0755,176.32920837402344
10.076,176.10569763183594
10.0765,175.8665313720703
10.077,175.6627197265625
10.0775,175.4712677001953
10.078,175.13330078125
10.0785,174.95147705078125
10.079,174.6263885498047
10.0795,174.43890380859375
10.08,174.2733917236328
10.0805,173.96221923828125
10.081,173.72300720214844
10.0815,173.47280883789062
10.082,173.37403869628906
10.0825,173.07601928710938
10.083,172.8286895751953
10.0835,172.6162109375
10.084,172.4807891845703
10.0845,172.17315673828125
10.085,171.99781799316406
10.0855,171.823974609375
10.086,171.55767822265625
10.0865,171.41183471679688
10.087,171.13853454589844
10.0875,170.93280029296875
10.088,170.81802368164062
10.0885,170.581298828125
10.089,170.46380615234375
10.0895,170.19448852539062
10.09,169.99618530273438
10.0905,169.7616729736328
10.091,169.5919647216797
10.0915,169.32765197753906
10.092,169.0469970703125
10.0925,168.8935089111328
10.093,168.7664031982422
10.0935,168.49826049804688
10.094,168.25616455078125
10.0945,168.11770629882812
10.095,167.765380859375
10.0955,167.5986328125
10.096,167.2804718017578
10.0965,167.05702209472656
10.097,166.73855590820312
10.0975,166.5655517578125
10.098,166.23544311523438
10.0985,166.2056121826172
10.099,165.86761474609375
10.0995,165.6273956298828
10.1,165.31590270996094
