Frequency (GHz),Phase (deg)
10.0,-41.24580383300781
10.0005,-41.49711990356445
10.001,-41.89122009277344
10.0015,-41.91145706176758
10.002,-42.242698669433594
10.0025,-42.480995178222656
10.003,-42.56486129760742
10.0035,-43.175445556640625
10.004,-43.43384552001953
10.0045,-43.114044189453125
10.005,-43.79645538330078
10.0055,-43.97944641113281
10.006,-44.251502990722656
10.0065,-44.42596435546875
10.007,-44.434783935546875
10.0075,-44.64896774291992
10.008,-45.085330963134766
10.0085,-45.478515625
10.009,-45.625762939453125
10.0095,-46.233726501464844
10.01,-46.19554901123047
10.0105,-46.374202728271484
10.011,-46.92134475708008
10.0115,-46.9169807434082
10.012,-47.492244720458984
10.0125,-47.684146881103516
10.013,-47.596885681152344
10.0135,-48.358863830566406
10.014,-48.65548324584961
10.0145,-48.69310760498047
10.015,-49.192874908447266
10.0155,-49.55527114868164
10.016,-49.67755889892578
10.0165,-50.000572204589844
10.017,-50.170841217041016
10.0175,-50.966590881347656
10.018,-50.69112014770508
10.0185,-51.494144439697266
10.019,-51.59440612792969
10.0195,-51.73982238769531
10.02,-52.00211715698242
10.0205,-52.25373840332031
10.021,-52.59659957885742
10.0215,-52.856292724609375
10.022,-52.970726013183594
10.0225,-53.512630462646484
10.023,-53.76521682739258
10.0235,-53.438419342041016
10.024,-54.18348693847656
10.0245,-54.31188201904297
10.025,-54.79414749145508
10.0255,-54.870147705078125
10.026,-55.31999206542969
10.0265,-55.462371826171875
10.027,-55.686161041259766
10.0275,-56.35512924194336
10.028,-56.39288330078125
10.0285,-56.67380142211914
10.029,-56.63737487792969
10.0295,-57.42341613769531
10.03,-57.63373565673828
10.0305,-58.227535247802734
10.031,-58.25947952270508
10.0315,-58.33901596069336
10.032,-58.939117431640625
10.0325,-59.27677917480469
10.033,-59.363460540771484
10.0335,-59.65068435668945
10.034,-60.018375396728516
10.0345,-60.23086929321289
10.035,-60.723045349121094
10.0355,-60.797569274902344
10.036,-61.25608825683594
10.0365,-61.51539611816406
10.037,-62.04627227783203
10.0375,-62.17599868774414
10.038,-62.54878234863281
10.0385,-62.64436340332031
10.039,-63.0536003112793
10.0395,-63.148765563964844
10.04,-63.53512191772461
10.0405,-64.01332092285156
10.041,-64.10924530029297
10.0415,-64.03643035888672
10.042,-64.7305679321289
10.0425,-65.12454986572266
10.043,-64.90082550048828
10.0435,-65.40406036376953
10.044,-65.6921157836914
10.0445,-66.27609252929688
10.045,-66.57775115966797
10.0455,-67.05738830566406
10.046,-66.90140533447266
10.0465,-67.49467468261719
10.047,-67.55630493164062
10.0475,-68.0880126953125
10.048,-68.29571533203125
10.0485,-68.36087036132812
10.049,-68.52690887451172
10.0495,-69.27300262451172
10.05,-69.69149780273438
10.0505,-69.44486999511719
10.051,-69.92498016357422
10.0515,-70.07769012451172
10.052,-70.50223541259766
10.0525,-70.85975646972656
10.053,-70.92577362060547
10.0535,-71.3116226196289
10.054,-71.61202239990234
10.0545,-72.12543487548828
10.055,-72.17839813232422
10.0555,-72.59874725341797
10.056,-72.89305114746094
10.0565,-73.19623565673828
10.057,-73.481689453125
10.0575,-73.84297943115234
10.058,-73.86497497558594
10.0585,-74.16842651367188
10.059,-74.58224487304688
10.0595,-74.7644271850586
10.06,-75.31290435791016
10.0605,-75.73713684082031
10.061,-76.041259765625
10.0615,-76.06961822509766
10.062,-76.7548599243164
10.0625,-76.68458557128906
10.063,-77.17701721191406
10.0635,-77.52635955810547
10.064,-77.86968994140625
10.0645,-78.272216796875
10.065,-78.21937561035156
10.0655,-78.65192413330078
10.066,-78.96224212646484
10.0665,-79.4168930053711
10.067,-79.45651245117188
10.0675,-80.11766052246094
10.068,-79.82581329345703
10.0685,-80.15904235839844
10.069,-80.8559799194336
10.0695,-81.23282623291016
10.07,-81.05366516113281
10.0705,-81.4603042602539
10.071,-81.90422058105469
10.0715,-82.16815185546875
10.072,-82.35006713867188
10.0725,-82.37435913085938
10.073,-82.81124114990234
10.0735,-83.25016021728516
10.074,-83.49067687988281
10.0745,-84.10252380371094
10.075,-83.95018768310547
10.0755,-84.37376403808594
10.076,-84.67374420166016
10.0765,-85.20264434814453
10.077,-85.62993621826172
10.0775,-85.45381927490234
10.078,-86.17758178710938
10.0785,-86.41461181640625
10.079,-86.86249542236328
10.0795,-87.06985473632812
10.08,-87.58493041992188
10.0805,-87.70610809326172
10.081,-87.9397964477539
10.0815,-88.37446594238281
10.082,-88.68618774414062
10.0825,-88.9368896484375
10.083,-89.38428497314453
10.0835,-89.59632873535156
10.084,-89.90666961669922
10.0845,-90.50325012207031
10.085,-90.69466400146484
10.0855,-90.8104019165039
10.086,-91.20989227294922
10.0865,-91.02803802490234
10.087,-91.86695861816406
10.0875,-91.90362548828125
10.088,-92.20764923095703
10.0885,-92.06319427490234
10.089,-92.7618179321289
10.0895,-92.8519058227539
10.09,-93.1801986694336
10.0905,-93.82617950439453
10.091,-93.80210876464844
10.0915,-94.04678344726562
10.092,-94.35856628417969
10.0925,-94.67501068115234
10.093,-94.93182373046875
10.0935,-95.51116943359375
10.094,-95.7026138305664
10.0945,-95.69813537597656
10.095,-96.05697631835938
10.0955,-96.40472412109375
10.096,-96.5899887084961
10.0965,-97.09246826171875
10.097,-97.4873275756836
10.0975,-97.86026000976562
10.098,-98.15174102783203
10.0985,-98.5260238647461
10.099,-98.76399230957031
10.0995,-99.2791976928711
10.1,-99.19466400146484
