Frequency (GHz),Phase (deg)
10.0,-40.8287239074707
10.0005,-41.217857360839844
10.001,-41.33988571166992
10.0015,-41.47260284423828
10.002,-41.560569763183594
10.0025,-41.952335357666016
10.003,-42.183650970458984
10.0035,-42.27799987792969
10.004,-42.294593811035156
10.0045,-42.66291427612305
10.005,-42.719200134277344
10.0055,-43.2626953125
10.006,-43.22283935546875
10.0065,-43.2309684753418
10.007,-43.819007873535156
10.0075,-44.09068298339844
10.008,-44.55533981323242
10.0085,-44.43997573852539
10.009,-44.503807067871094
10.0095,-44.747589111328125
10.01,-45.182857513427734
10.0105,-45.54597473144531
10.011,-45.96829605102539
10.0115,-46.02947998046875
10.012,-46.1260871887207
10.0125,-46.51887130737305
10.013,-46.778846740722656
10.0135,-47.00990676879883
10.014,-47.564517974853516
10.0145,-47.66560363769531
10.015,-47.97418212890625
10.0155,-48.209678649902344
10.016,-48.3703498840332
10.0165,-48.49562072753906
10.017,-48.9742317199707
10.0175,-49.650272369384766
10.018,-49.62141418457031
10.0185,-49.77222442626953
10.019,-50.2233772277832
10.0195,-50.350746154785156
10.02,-50.49277877807617
10.0205,-50.887115478515625
10.021,-51.1168098449707
10.0215,-51.3423957824707
10.022,-51.74596405029297
10.0225,-52.05146408081055
10.023,-52.17341995239258
10.0235,-52.32611846923828
10.024,-52.361629486083984
10.0245,-52.96207809448242
10.025,-53.061134338378906
10.0255,-53.23335647583008
10.026,-53.81987380981445
10.0265,-53.69214630126953
10.027,-54.22084045410156
10.0275,-54.60269546508789
10.028,-54.781044006347656
10.0285,-55.11448669433594
10.029,-55.17618942260742
10.0295,-55.34160232543945
10.03,-55.63739776611328
10.0305,-56.04390335083008
10.031,-56.12584686279297
10.0315,-56.52479934692383
10.032,-56.704872131347656
10.0325,-56.95917892456055
10.033,-57.269405364990234
10.0335,-57.53872299194336
10.034,-57.964996337890625
10.0345,-58.24355697631836
10.035,-58.222938537597656
10.0355,-58.497013092041016
10.036,-58.82123565673828
10.0365,-59.33054733276367
10.037,-59.63500213623047
10.0375,-59.825477600097656
10.038,-60.159690856933594
10.0385,-60.24433135986328
10.039,-60.472835540771484
10.0395,-60.95594787597656
10.04,-61.0134391784668
10.0405,-61.38911056518555
10.041,-61.64533233642578
10.0415,-61.75981521606445
10.042,-62.20944595336914
10.0425,-62.45986557006836
10.043,-62.59294128417969
10.0435,-62.801815032958984
10.044,-63.23971176147461
10.0445,-63.28095245361328
10.045,-63.85002136230469
10.0455,-64.1209487915039
10.046,-64.33842468261719
10.0465,-64.6859130859375
10.047,-64.66939544677734
10.0475,-65.24600982666016
10.048,-65.17510986328125
10.0485,-65.41545104980469
10.049,-65.83478546142578
10.0495,-66.07720184326172
10.05,-66.52610778808594
10.0505,-66.6135482788086
10.051,-66.94287872314453
10.0515,-67.0559310913086
10.052,-67.15921783447266
10.0525,-67.72972869873047
10.053,-68.09969329833984
10.0535,-68.20999145507812
10.054,-68.59545135498047
10.0545,-68.56288146972656
10.055,-69.05472564697266
10.0555,-69.49686431884766
10.056,-69.85247802734375
10.0565,-69.84748077392578
10.057,-70.21883392333984
10.0575,-70.36429595947266
10.058,-70.76740264892578
10.0585,-71.16339874267578
10.059,-71.15834045410156
10.0595,-71.44007873535156
10.06,-72.1088638305664
10.0605,-72.27787780761719
10.061,-72.55281066894531
10.0615,-72.60350036621094
10.062,-73.01427459716797
10.0625,-73.10751342773438
10.063,-73.5064926147461
10.0635,-73.63166809082031
10.064,-74.11299896240234
10.0645,-74.64643859863281
10.065,-74.66165161132812
10.0655,-75.12969207763672
10.066,-75.23763275146484
10.0665,-75.44699096679688
10.067,-75.81927490234375
10.0675,-75.86814880371094
10.068,-76.4117431640625
10.0685,-76.36626434326172
10.069,-76.680419921875
10.0695,-77.20420837402344
10.07,-77.39103698730469
10.0705,-77.73924255371094
10.071,-77.97688293457031
10.0715,-78.19050598144531
10.072,-78.34642791748047
10.0725,-78.63719940185547
10.073,-78.88048553466797
10.0735,-79.32698059082031
10.074,-79.36780548095703
10.0745,-79.84882354736328
10.075,-79.99323272705078
10.0755,-80.21891784667969
10.076,-80.79296875
10.0765,-80.71662139892578
10.077,-81.30672454833984
10.0775,-81.5496597290039
10.078,-81.85723114013672
10.0785,-82.42456817626953
10.079,-82.45016479492188
10.0795,-82.87026977539062
10.08,-83.1718521118164
10.0805,-83.46698760986328
10.081,-83.80052185058594
10.0815,-83.90423583984375
10.082,-84.35514831542969
10.0825,-84.41403198242188
10.083,-84.93360900878906
10.0835,-85.08567810058594
10.084,-85.25733947753906
10.0845,-85.59673309326172
10.085,-86.22071075439453
10.0855,-86.27853393554688
10.086,-86.62425994873047
10.0865,-86.73246002197266
10.087,-87.10464477539062
10.0875,-87.1730728149414
10.088,-87.3687515258789
10.0885,-87.77711486816406
10.089,-88.07792663574219
10.0895,-88.10721588134766
10.09,-88.54737091064453
10.0905,-88.84855651855469
10.091,-88.90092468261719
10.0915,-89.31883239746094
10.092,-89.55921936035156
10.0925,-89.55863189697266
10.093,-90.08636474609375
10.0935,-90.27490997314453
10.094,-90.56210327148438
10.0945,-90.90949249267578
10.095,-91.3402099609375
10.0955,-91.39454650878906
10.096,-92.00147247314453
10.0965,-92.24058532714844
10.097,-92.22531127929688
10.0975,-92.70894622802734
10.098,-93.27274322509766
10.0985,-93.4904556274414
10.099,-93.7009506225586
10.0995,-94.0697021484375
10.1,-94.33568572998047
