Frequency (GHz),Phase (deg)
10.0,73.14448547363281
10.0005,73.03456115722656
10.001,72.29743957519531
10.0015,72.212158203125
10.002,72.44965362548828
10.0025,71.69654083251953
10.003,71.4512710571289
10.0035,71.47757720947266
10.004,71.06612396240234
10.0045,70.70594787597656
10.005,70.78517150878906
10.0055,70.70714569091797
10.006,70.15618896484375
10.0065,69.86114501953125
10.007,69.57923889160156
10.0075,69.58061981201172
10.008,69.37904357910156
10.0085,68.86741638183594
10.009,68.67659759521484
10.0095,68.48912811279297
10.01,68.2689208984375
10.0105,67.71013641357422
10.011,67.8525390625
10.0115,67.29021453857422
10.012,66.9703140258789
10.0125,66.91999053955078
10.013,66.48600769042969
10.0135,65.84780883789062
10.014,65.9531021118164
10.0145,65.43396759033203
10.015,65.16439056396484
10.0155,64.8603515625
10.016,64.82479095458984
10.0165,64.50453186035156
10.017,64.27330017089844
10.0175,63.7391357421875
10.018,63.48875427246094
10.0185,63.11925506591797
10.019,62.8132209777832
10.0195,62.525333404541016
10.02,62.19872283935547
10.0205,61.85918045043945
10.021,61.67942810058594
10.0215,61.44296646118164
10.022,61.097721099853516
10.0225,60.61495590209961
10.023,60.43806457519531
10.0235,60.399253845214844
10.024,60.031986236572266
10.0245,59.69224166870117
10.025,59.52546691894531
10.0255,59.33604431152344
10.026,58.765869140625
10.0265,58.79752731323242
10.027,58.382598876953125
10.0275,58.0871467590332
10.028,57.93492889404297
10.0285,57.62181854248047
10.029,57.451473236083984
10.0295,56.919464111328125
10.03,56.79428482055664
10.0305,56.47699737548828
10.031,56.243595123291016
10.0315,56.0871696472168
10.032,55.486942291259766
10.0325,55.26496124267578
10.033,55.072120666503906
10.0335,54.80488204956055
10.034,54.32282638549805
10.0345,54.15461730957031
10.035,54.00566864013672
10.0355,53.57655334472656
10.036,53.15348815917969
10.0365,52.675132751464844
10.037,52.54866409301758
10.0375,52.064693450927734
10.038,52.097389221191406
10.0385,51.84714126586914
10.039,51.27830505371094
10.0395,51.246826171875
10.04,50.93663024902344
10.0405,50.57023239135742
10.041,50.2434196472168
10.0415,49.940673828125
10.042,49.50410461425781
10.0425,49.70924377441406
10.043,49.201229095458984
10.0435,48.81305694580078
10.044,48.4901237487793
10.0445,48.00620651245117
10.045,47.690650939941406
10.0455,47.645408630371094
10.046,47.23143005371094
10.0465,47.22764587402344
10.047,47.110660552978516
10.0475,46.296485900878906
10.048,46.27099609375
10.0485,46.259483337402344
10.049,45.719295501708984
10.0495,45.25764465332031
10.05,44.950313568115234
10.0505,44.76045227050781
10.051,44.26630401611328
10.0515,44.04612731933594
10.052,43.868038177490234
10.0525,43.65388870239258
10.053,43.45561599731445
10.0535,42.95301818847656
10.054,42.83090591430664
10.0545,42.54549026489258
10.055,42.16932678222656
10.0555,41.66596221923828
10.056,41.48727035522461
10.0565,41.0185661315918
10.057,40.915462493896484
10.0575,40.58138656616211
10.058,40.5042610168457
10.0585,40.193199157714844
10.059,39.67567443847656
10.0595,39.54741287231445
10.06,38.66054916381836
10.0605,38.68794250488281
10.061,38.333946228027344
10.0615,38.22185516357422
10.062,37.71714401245117
10.0625,37.477169036865234
10.063,37.32442855834961
10.0635,36.9819450378418
10.064,36.51248550415039
10.0645,36.10923767089844
10.065,36.00569152832031
10.0655,35.654396057128906
10.066,35.2075080871582
10.0665,34.92246627807617
10.067,35.053279876708984
10.0675,34.441078186035156
10.068,34.46619415283203
10.0685,33.87621307373047
10.069,33.6339225769043
10.0695,33.5817985534668
10.07,32.9363899230957
10.0705,32.94754409790039
10.071,32.4011344909668
10.0715,32.049102783203125
10.072,31.801166534423828
10.0725,31.548831939697266
10.073,31.63664436340332
10.0735,30.983922958374023
10.074,30.696399688720703
10.0745,30.3557071685791
10.075,30.099885940551758
10.0755,29.709827423095703
10.076,29.68431282043457
10.0765,29.184364318847656
10.077,28.991857528686523
10.0775,28.291032791137695
10.078,28.090023040771484
10.0785,27.857545852661133
10.079,27.556060791015625
10.0795,27.242645263671875
10.08,26.984983444213867
10.0805,26.38806915283203
10.081,26.33807945251465
10.0815,25.791746139526367
10.082,25.427085876464844
10.0825,25.281858444213867
10.083,24.922489166259766
10.0835,24.43095588684082
10.084,24.33621597290039
10.0845,23.822214126586914
10.085,23.78512191772461
10.0855,23.32655143737793
10.086,22.974411010742188
10.0865,22.83390998840332
10.087,22.68954849243164
10.0875,22.272214889526367
10.088,21.83591079711914
10.0885,21.8782901763916
10.089,21.517900466918945
10.0895,21.132965087890625
10.09,20.813913345336914
10.0905,20.767305374145508
10.091,20.237464904785156
10.0915,20.00701332092285
10.092,19.66923713684082
10.0925,19.6820068359375
10.093,19.20500373840332
10.0935,18.80416488647461
10.094,18.688167572021484
10.0945,18.291248321533203
10.095,17.94774055480957
10.0955,17.51340675354004
10.096,17.197057723999023
10.0965,16.981178283691406
10.097,16.48757553100586
10.0975,16.197830200195312
10.098,15.651834487915039
10.0985,15.564715385437012
10.099,15.38786506652832
10.0995,14.91619873046875
10.1,14.49404525756836
