Frequency (GHz),Phase (deg)
10.0,-61.87861251831055
10.0005,-61.95330047607422
10.001,-62.25619125366211
10.0015,-62.65740203857422
10.002,-62.87130355834961
10.0025,-63.198482513427734
10.003,-63.66876983642578
10.0035,-64.32038116455078
10.004,-64.32369232177734
10.0045,-64.69300079345703
10.005,-65.45233154296875
10.0055,-65.91417694091797
10.006,-66.37349700927734
10.0065,-67.1230697631836
10.007,-67.48421478271484
10.0075,-67.78092193603516
10.008,-68.234130859375
10.0085,-68.8009033203125
10.009,-69.19978332519531
10.0095,-69.80875396728516
10.01,-70.30052185058594
10.0105,-71.05935668945312
10.011,-71.34969329833984
10.0115,-71.73902893066406
10.012,-72.5445556640625
10.0125,-72.66798400878906
10.013,-73.1838150024414
10.0135,-73.40974426269531
10.014,-73.95925903320312
10.0145,-74.2317123413086
10.015,-74.25115966796875
10.0155,-74.6354751586914
10.016,-75.06065368652344
10.0165,-75.36699676513672
10.017,-75.52015686035156
10.0175,-75.82958984375
10.018,-75.88798522949219
10.0185,-76.1982421875
10.019,-76.33010864257812
10.0195,-76.6530990600586
10.02,-76.56973266601562
10.0205,-76.8035888671875
10.021,-77.1697769165039
10.0215,-77.41152954101562
10.022,-77.73710632324219
10.0225,-77.53814697265625
10.023,-78.23274993896484
10.0235,-78.24375915527344
10.024,-78.43321990966797
10.0245,-79.04249572753906
10.025,-79.3469009399414
10.0255,-79.6912841796875
10.026,-79.8767318725586
10.0265,-80.34718322753906
10.027,-80.6173095703125
10.0275,-80.80520629882812
10.028,-81.3118896484375
10.0285,-81.86181640625
10.029,-82.24343872070312
10.0295,-82.4302749633789
10.03,-83.05060577392578
10.0305,-83.36903381347656
10.031,-83.9456558227539
10.0315,-84.35527801513672
10.032,-84.94169616699219
10.0325,-85.16981506347656
10.033,-85.6933364868164
10.0335,-86.14629364013672
10.034,-86.67034912109375
10.0345,-87.0203628540039
10.035,-87.41236114501953
10.0355,-87.6982192993164
10.036,-88.1829605102539
10.0365,-88.43402099609375
10.037,-88.79216003417969
10.0375,-89.40689849853516
10.038,-89.4503402709961
10.0385,-89.7280502319336
10.039,-90.01664733886719
10.0395,-90.62516784667969
10.04,-90.50186920166016
10.0405,-90.88446807861328
10.041,-91.16485595703125
10.0415,-91.22000122070312
10.042,-91.42003631591797
10.0425,-91.59061431884766
10.043,-91.62318420410156
10.0435,-91.99134063720703
10.044,-92.08130645751953
10.0445,-92.54138946533203
10.045,-92.84281158447266
10.0455,-92.66812896728516
10.046,-93.0706787109375
10.0465,-92.92356872558594
10.047,-93.22652435302734
10.0475,-94.03030395507812
10.048,-93.98949432373047
10.0485,-94.50237274169922
10.049,-94.60014343261719
10.0495,-95.18923950195312
10.05,-95.1717529296875
10.0505,-95.79878234863281
10.051,-96.33625793457031
10.0515,-96.9188461303711
10.052,-97.08744049072266
10.0525,-97.69025421142578
10.053,-97.80345916748047
10.0535,-98.37657928466797
10.054,-98.97885131835938
10.0545,-99.50861358642578
10.055,-99.93315124511719
10.0555,-100.37677001953125
10.056,-101.27013397216797
10.0565,-101.56126403808594
10.057,-102.14863586425781
10.0575,-102.64895629882812
10.058,-103.2869644165039
10.0585,-103.79383850097656
10.059,-104.14449310302734
10.0595,-104.83850860595703
10.06,-105.20952606201172
10.0605,-105.50471496582031
10.061,-105.93231964111328
10.0615,-106.19811248779297
10.062,-106.57649230957031
10.0625,-106.97776794433594
10.063,-107.37731170654297
10.0635,-107.73204803466797
10.064,-108.10920715332031
10.0645,-108.16989135742188
10.065,-108.1402359008789
10.0655,-108.56661224365234
10.066,-108.52908325195312
10.0665,-108.94052124023438
10.067,-109.10184478759766
10.0675,-109.44802856445312
10.068,-109.44906616210938
10.0685,-109.45193481445312
10.069,-109.83592224121094
10.0695,-109.81790161132812
10.07,-110.0712890625
10.0705,-110.46688079833984
10.071,-110.35149383544922
10.0715,-110.52875518798828
10.072,-110.98062133789062
10.0725,-111.19505310058594
10.073,-111.47190856933594
10.0735,-111.89558410644531
10.074,-111.96466064453125
10.0745,-112.25540924072266
10.075,-112.72284698486328
10.0755,-112.93244934082031
10.076,-113.42601776123047
10.0765,-113.99410247802734
10.077,-114.04862976074219
10.0775,-114.6259536743164
10.078,-115.01888275146484
10.0785,-115.21411895751953
10.079,-116.03793334960938
10.0795,-116.50045013427734
10.08,-116.75932312011719
10.0805,-117.56305694580078
10.081,-117.97129821777344
10.0815,-118.1434326171875
10.082,-119.09624481201172
10.0825,-119.47409057617188
10.083,-120.00061798095703
10.0835,-120.1653060913086
10.084,-120.95690155029297
10.0845,-121.27490234375
10.085,-121.78211212158203
10.0855,-122.33712768554688
10.086,-122.68933868408203
10.0865,-123.20806121826172
10.087,-123.60359954833984
10.0875,-124.04695892333984
10.088,-124.36524200439453
10.0885,-124.64312744140625
10.089,-125.19039916992188
10.0895,-125.7239990234375
10.09,-125.78182983398438
10.0905,-126.09037017822266
10.091,-126.34586334228516
10.0915,-126.94281005859375
10.092,-127.2030258178711
10.0925,-127.32039642333984
10.093,-127.47139739990234
10.0935,-127.80486297607422
10.094,-128.10032653808594
10.0945,-128.56777954101562
10.095,-128.6224822998047
10.0955,-129.00929260253906
10.096,-129.21739196777344
10.0965,-129.20712280273438
10.097,-129.638671875
10.0975,-129.89315795898438
10.098,-130.33804321289062
10.0985,-130.78219604492188
10.099,-131.08444213867188
10.0995,-131.0055694580078
10.1,-131.44190979003906
