Frequency (GHz),Phase (deg)
10.0,-42.896217346191406
10.0005,-43.306888580322266
10.001,-43.37518310546875
10.0015,-43.61977005004883
10.002,-43.95092010498047
10.0025,-44.388214111328125
10.003,-44.73593521118164
10.0035,-45.21963119506836
10.004,-45.5411376953125
10.0045,-45.85051345825195
10.005,-46.23309326171875
10.0055,-46.661468505859375
10.006,-47.0758171081543
10.0065,-47.440345764160156
10.007,-47.86155319213867
10.0075,-48.242828369140625
10.008,-48.77957534790039
10.0085,-49.262603759765625
10.009,-49.506107330322266
10.0095,-49.88969421386719
10.01,-50.353572845458984
10.0105,-50.78791046142578
10.011,-51.05826187133789
10.0115,-51.34580993652344
10.012,-51.71451950073242
10.0125,-52.099857330322266
10.013,-52.32221221923828
10.0135,-52.68766784667969
10.014,-52.830257415771484
10.0145,-53.10041046142578
10.015,-53.2490119934082
10.0155,-53.470008850097656
10.016,-53.78306198120117
10.0165,-54.02531433105469
10.017,-54.24711990356445
10.0175,-54.33455276489258
10.018,-54.543636322021484
10.0185,-54.78226852416992
10.019,-54.845184326171875
10.0195,-54.97392654418945
10.02,-55.08881378173828
10.0205,-55.3140869140625
10.021,-55.50633239746094
10.0215,-55.68532180786133
10.022,-56.01628875732422
10.0225,-56.06721878051758
10.023,-56.455780029296875
10.0235,-56.65501022338867
10.024,-56.92338562011719
10.0245,-57.09988784790039
10.025,-57.382843017578125
10.0255,-57.619163513183594
10.026,-57.81507873535156
10.0265,-58.40027618408203
10.027,-58.55379104614258
10.0275,-58.75351333618164
10.028,-59.124855041503906
10.0285,-59.560787200927734
10.029,-59.82769012451172
10.0295,-60.25961685180664
10.03,-60.633583068847656
10.0305,-61.0459098815918
10.031,-61.39761734008789
10.0315,-61.6520881652832
10.032,-62.1529541015625
10.0325,-62.439048767089844
10.033,-62.86591339111328
10.0335,-62.96808624267578
10.034,-63.61711120605469
10.0345,-63.68782043457031
10.035,-64.20584869384766
10.0355,-64.43743896484375
10.036,-64.70584869384766
10.0365,-64.92264556884766
10.037,-65.23794555664062
10.0375,-65.45427703857422
10.038,-65.77299499511719
10.0385,-65.91981506347656
10.039,-66.22364807128906
10.0395,-66.281005859375
10.04,-66.6110610961914
10.0405,-66.76914978027344
10.041,-66.86282348632812
10.0415,-67.04723358154297
10.042,-67.25501251220703
10.0425,-67.48231506347656
10.043,-67.70309448242188
10.0435,-67.82243347167969
10.044,-67.9921646118164
10.0445,-68.29458618164062
10.045,-68.57357025146484
10.0455,-68.61035919189453
10.046,-68.88406372070312
10.0465,-69.17247009277344
10.047,-69.40328216552734
10.0475,-69.68788146972656
10.048,-69.92517852783203
10.0485,-70.34471130371094
10.049,-70.56063842773438
10.0495,-70.84898376464844
10.05,-71.34080505371094
10.0505,-71.58745574951172
10.051,-71.84662628173828
10.0515,-72.4057388305664
10.052,-72.88341522216797
10.0525,-73.17134857177734
10.053,-73.48809051513672
10.0535,-73.8600082397461
10.054,-74.25474548339844
10.0545,-74.7528305053711
10.055,-75.25447845458984
10.0555,-75.53721618652344
10.056,-75.97615051269531
10.0565,-76.39759063720703
10.057,-76.8260498046875
10.0575,-77.30138397216797
10.058,-77.68821716308594
10.0585,-77.99491882324219
10.059,-78.36581420898438
10.0595,-78.71415710449219
10.06,-78.98867797851562
10.0605,-79.38932037353516
10.061,-79.68942260742188
10.0615,-79.81346893310547
10.062,-80.20225524902344
10.0625,-80.48921966552734
10.063,-80.68307495117188
10.0635,-80.83853912353516
10.064,-81.12397003173828
10.0645,-81.16496276855469
10.065,-81.55135345458984
10.0655,-81.74427795410156
10.066,-81.74041748046875
10.0665,-82.00811767578125
10.067,-82.25901794433594
10.0675,-82.39037322998047
10.068,-82.61276245117188
10.0685,-82.78350830078125
10.069,-82.80531311035156
10.0695,-83.18336486816406
10.07,-83.24032592773438
10.0705,-83.74102783203125
10.071,-83.7444839477539
10.0715,-83.95709991455078
10.072,-84.29962921142578
10.0725,-84.61115264892578
10.073,-84.8393783569336
10.0735,-85.00909423828125
10.074,-85.37393188476562
10.0745,-85.6565933227539
10.075,-86.02535247802734
10.0755,-86.40027618408203
10.076,-86.58872985839844
10.0765,-87.05866241455078
10.077,-87.29083251953125
10.0775,-87.61003875732422
10.078,-87.93072509765625
10.0785,-88.48577117919922
10.079,-88.7575454711914
10.0795,-89.34040832519531
10.08,-89.50405883789062
10.0805,-90.05229187011719
10.081,-90.46659851074219
10.0815,-90.84760284423828
10.082,-91.27405548095703
10.0825,-91.72240447998047
10.083,-91.92866516113281
10.0835,-92.3988265991211
10.084,-92.80899810791016
10.0845,-93.08332061767578
10.085,-93.449462890625
10.0855,-93.84197235107422
10.086,-94.155029296875
10.0865,-94.50267791748047
10.087,-94.77961730957031
10.0875,-95.0965576171875
10.088,-95.47781372070312
10.0885,-95.79264831542969
10.089,-96.04693603515625
10.0895,-96.40347290039062
10.09,-96.5572738647461
10.0905,-96.89639282226562
10.091,-97.090576171875
10.0915,-97.3770523071289
10.092,-97.64092254638672
10.0925,-97.96239471435547
10.093,-98.11338806152344
10.0935,-98.29010009765625
10.094,-98.6513900756836
10.0945,-99.03191375732422
10.095,-99.19985961914062
10.0955,-99.45863342285156
10.096,-99.78556823730469
10.0965,-99.7974624633789
10.097,-100.17962646484375
10.0975,-100.4529800415039
10.098,-100.74112701416016
10.0985,-101.11515045166016
10.099,-101.37319946289062
10.0995,-101.59851837158203
10.1,-101.97675323486328
