"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,37.5574628828065
9.951,36.8528000169123
9.952,36.1460034649702
9.953,35.4371015350244
9.954,34.7261231437605
9.955,34.0130978126986
9.956,33.2980556640285
9.957,32.5810274160689
9.958,31.8620443783756
9.959,31.1411384464805
9.96,30.4183420962662
9.961,29.6936883779833
9.962,28.9672109099026
9.963,28.2389438716094
9.964,27.5089219969428
9.965,26.7771805665756
9.966,26.0437554002497
9.967,25.3086828486492
9.968,24.5719997849387
9.969,23.833743595955
9.97,23.0939521730563
9.971,22.3526639026421
9.972,21.6099176563362
9.973,20.8657527808496
9.974,20.1202090875176
9.975,19.3733268415227
9.976,18.6251467508095
9.977,17.8757099546872
9.978,17.1250580121431
9.979,16.3732328898545
9.98,15.6202769499202
9.981,14.8662329373101
9.982,14.1111439670423
9.983,13.3550535110924
9.984,12.5980053850497
9.985,11.8400437345165
9.986,11.0812130212712
9.987,10.3215580091872
9.988,9.56112374993496
9.989,8.79995556845794
9.99,8.03809904824235
9.991,7.27560001638635
9.992,6.51250452847266
9.993,5.74885885326403
9.994,4.98470945722036
9.995,4.220102988853
9.996,3.45508626292831
9.997,2.68970624451822
9.998,1.92401003292487
9.999,1.15804484547619
10,0.391858001210844
10.001,-0.374503095544388
10.002,-1.14099097168579
10.003,-1.90755810192536
10.004,-2.67415692545808
10.005,-3.4407398626828
10.006,-4.20725933197335
10.007,-4.97366776648751
10.008,-5.73991763099952
10.009,-6.50596143873847
10.01,-7.27175176824162
10.011,-8.03724128018363
10.012,-8.80238273418035
10.013,-9.56712900557534
10.014,-10.3314331021559
10.015,-11.0952481808192
10.016,-11.8585275641655
10.017,-12.6212247570026
10.018,-13.3832934627512
10.019,-14.1446875997399
10.02,-14.9053613173778
10.021,-15.66526901219
10.022,-16.4243653436969
10.023,-17.1826052501463
10.024,-17.939943964053
10.025,-18.6963370275664
10.026,-19.4517403076316
10.027,-20.2061100109385
10.028,-20.9594026986485
10.029,-21.7115753008874
10.03,-22.4625851309885
10.031,-23.212389899477
10.032,-23.9609477277773
10.033,-24.7082171616574
10.034,-25.4541571843586
10.035,-26.1987272294369
10.036,-26.9418871932835
10.037,-27.683597447325
10.038,-28.4238188498918
10.039,-29.162512757743
10.04,-29.8996410372382
10.041,-30.6351660751529
10.042,-31.3690507891275
10.043,-32.1012586377362
10.044,-32.8317536301813
10.045,-33.5605003355905
10.046,-34.2874638919278
10.047,-35.012610014497
10.048,-35.7359050040426
10.049,-36.4573157544422
10.05,-37.1768097599827
