"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,68.8821511311986
9.951,68.1767932458858
9.952,67.4694101369808
9.953,66.7600301590451
9.954,66.048682254582
9.955,65.3353959511197
9.956,64.6202013579725
9.957,63.9031291626554
9.958,63.1842106269758
9.959,62.4634775827827
9.96,61.7409624273724
9.961,61.0166981185568
9.962,60.2907181693841
9.963,59.5630566425118
9.964,58.833748144237
9.965,58.1028278181713
9.966,57.3703313385741
9.967,56.6362949033229
9.968,55.9007552265429
9.969,55.1637495308819
9.97,54.4253155394295
9.971,53.6854914672914
9.972,52.944316012806
9.973,52.2018283484169
9.974,51.4580681111928
9.975,50.7130753929997
9.976,49.9668907303328
9.977,49.2195550937945
9.978,48.4711098772427
9.979,47.721596886592
9.98,46.9710583282843
9.981,46.219536797427
9.982,45.4670752656023
9.983,44.7137170683519
9.984,43.959505892347
9.985,43.2044857622395
9.986,42.4487010272109
9.987,41.69219634721
9.988,40.935016678905
9.989,40.1772072613377
9.99,39.4188136013009
9.991,38.6598814584412
9.992,37.900456830091
9.993,37.1405859358501
9.994,36.3803152019128
9.995,35.6196912451579
9.996,34.8587608570142
9.997,34.0975709870971
9.998,33.3361687266485
9.999,32.5746012917732
10,31.8129160064961
10.001,31.051160285641
10.002,30.289381617555
10.003,29.5276275466856
10.004,28.7659456560212
10.005,28.0043835494179
10.006,27.242988833819
10.007,26.4818091013832
10.008,25.7208919115379
10.009,24.9602847729809
10.01,24.2000351256228
10.011,23.4401903225152
10.012,22.6807976117675
10.013,21.9219041184519
10.014,21.1635568265502
10.015,20.4058025609292
10.016,19.6486879693713
10.017,18.8922595046789
10.018,18.1365634068714
10.019,17.3816456854873
10.02,16.6275521020086
10.021,15.8743281524294
10.022,15.1220190499891
10.023,14.3706697080674
10.024,13.6203247232917
10.025,12.871028358839
10.026,12.1228245279724
10.027,11.3757567778222
10.028,10.6298682734242
10.029,9.88520178203382
10.03,9.14179965773205
10.031,8.39970382633911
10.032,7.65895577065571
10.033,6.91959651602161
10.034,6.18166661624642
10.035,5.44520613988875
10.036,4.71025465691917
10.037,3.97685122576933
10.038,3.24503438077967
10.039,2.51484212006052
10.04,1.7863118937766
10.041,1.05948059286196
10.042,0.334384538173522
10.043,-0.388940529900145
10.044,-1.11045946137918
10.045,-1.83013770616183
10.046,-2.54794132302954
10.047,-3.26383698817008
10.048,-3.9777920032218
10.049,-4.68977430283422
10.05,-5.3997524617382
