"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,92.9945448426371
9.951,92.2961473476948
9.952,91.5956493346691
9.953,90.893077944647
9.954,90.1884609310733
9.955,89.4818266573515
9.956,88.773204094096
9.957,88.0626228160135
9.958,87.3501129984344
9.959,86.635705413477
9.96,85.9194314258414
9.961,85.2013229882409
9.962,84.4814126364587
9.963,83.7597334840322
9.964,83.0363192165683
9.965,82.3112040856789
9.966,81.5844229025492
9.967,80.8560110311184
9.968,80.1260043808975
9.969,79.394439399407
9.97,78.6613530642376
9.971,77.9267828747437
9.972,77.1907668433586
9.973,76.4533434865446
9.974,75.7145518153713
9.975,74.9744313257288
9.976,74.2330219881813
9.977,73.4903642374522
9.978,72.7464989615627
9.979,72.0014674906097
9.98,71.2553115851997
9.981,70.5080734245383
9.982,69.7597955941787
9.983,69.0105210734374
9.984,68.2602932224848
9.985,67.50915576911
9.986,66.7571527951762
9.987,66.0043287227597
9.988,65.2507282999979
9.989,64.4963965866365
9.99,63.7413789392966
9.991,62.9857209964657
9.992,62.2294686632167
9.993,61.4726680956763
9.994,60.7153656852394
9.995,59.957608042548
9.996,59.1994419812458
9.997,58.4409145015092
9.998,57.6820727733804
9.999,56.922964119904
10,56.1636360000846
10.001,55.404135991672
10.002,54.644511773794
10.003,53.884811109447
10.004,53.1250818278528
10.005,52.3653718067059
10.006,51.6057289543172
10.007,50.8462011916684
10.008,50.0868364343963
10.009,49.3276825747262
10.01,48.5687874633488
10.011,47.8101988912836
10.012,47.0519645717334
10.013,46.2941321219245
10.014,45.5367490449906
10.015,44.7798627118819
10.016,44.0235203433282
10.017,43.2677689918728
10.018,42.5126555239941
10.019,41.7582266023277
10.02,41.0045286680056
10.021,40.2516079231312
10.022,39.4995103134123
10.023,38.7482815109468
10.024,37.9979668972098
10.025,37.2486115462258
10.026,36.500260207963
10.027,35.7529572919585
10.028,35.0067468511895
10.029,34.2616725662023
10.03,33.5177777295211
10.031,32.775105230345
10.032,32.0336975395585
10.033,31.2935966950391
10.034,30.5548442873203
10.035,29.8174814455832
10.036,29.0815488240125
10.037,28.3470865885186
10.038,27.6141344038379
10.039,26.8827314210254
10.04,26.1529162653502
10.041,25.4247270245999
10.042,24.6982012378022
10.043,23.9733758843802
10.044,23.2502873737383
10.045,22.528971535296
10.046,21.8094636089672
10.047,21.0917982360988
10.048,20.3760094508691
10.049,19.6621306721493
10.05,18.9501946958364
