"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,38.2133746714591
9.951,37.4918405036611
9.952,36.7678575427633
9.953,36.0414571306754
9.954,35.3126713474264
9.955,34.5815330051086
9.956,33.8480756413118
9.957,33.1123335120313
9.958,32.3743415840807
9.959,31.6341355269981
9.96,30.8917517044527
9.961,30.1472271651687
9.962,29.4005996333633
9.963,28.6519074987132
9.964,27.9011898058595
9.965,27.1484862434552
9.966,26.3938371327769
9.967,25.6372834158909
9.968,24.8788666434117
9.969,24.1186289618463
9.97,23.3566131005398
9.971,22.5928623582439
9.972,21.8274205893084
9.973,21.0603321895229
9.974,20.2916420816123
9.975,19.5213957004048
9.976,18.7496389776906
9.977,17.9764183267741
9.978,17.201780626751
9.979,16.4257732065102
9.98,15.6484438284853
9.981,14.8698406721675
9.982,14.0900123173932
9.983,13.3090077274227
9.984,12.5268762318289
9.985,11.7436675092021
9.986,10.9594315696975
9.987,10.1742187374228
9.988,9.38807963270203
9.989,8.60106515420894
9.99,7.81322646099762
9.991,7.02461495443932
9.992,6.23528226007401
9.993,5.44528020940022
9.994,4.65466082160473
9.995,3.86347628525064
9.996,3.07177893993828
9.997,2.27962125793774
9.998,1.48705582582205
9.999,0.694135326098023
10,-0.0990874811466179
10.001,-0.892559776577131
10.002,-1.68622869990847
10.003,-2.48004136815916
10.004,-3.27394489385752
10.005,-4.06788640318115
10.006,-4.86181305402933
10.007,-5.65567205401911
10.008,-6.44941067839415
10.009,-7.24297628783239
10.01,-8.03631634616664
10.011,-8.82937843798249
10.012,-9.62211028609757
10.013,-10.414459768936
10.014,-11.2063749377488
10.015,-11.9978040337076
10.016,-12.7886955048525
10.017,-13.5789980228877
10.018,-14.3686604998147
10.019,-15.157632104403
10.02,-15.9458622784898
10.021,-16.7333007530994
10.022,-17.5198975643707
10.023,-18.3056030693063
10.024,-19.0903679613042
10.025,-19.8741432854984
10.026,-20.6568804538786
10.027,-21.4385312601895
10.028,-22.2190478946042
10.029,-22.9983829581647
10.03,-23.776489476979
10.031,-24.5533209161695
10.032,-25.3288311935583
10.033,-26.1029746931086
10.034,-26.8757062780722
10.035,-27.6469813038742
10.036,-28.4167556307043
10.037,-29.1849856358176
10.038,-29.9516282255373
10.039,-30.7166408469468
10.04,-31.4799814992662
10.041,-32.2416087449081
10.042,-33.0014817202061
10.043,-33.7595601458017
10.044,-34.5158043366946
10.045,-35.2701752119365
10.046,-36.0226343039752
10.047,-36.7731437676305
10.048,-37.5216663887036
10.049,-38.2681655922142
10.05,-39.0126054502555
