"Freq [GHz]","ang_deg(St(antennas_T4,antennas_T1)) [deg]"
9.95,106.911971091889
9.951,106.215362852632
9.952,105.516573826218
9.953,104.815629861793
9.954,104.112557437193
9.955,103.407383657606
9.956,102.700136253892
9.957,101.990843580534
9.958,101.279534613239
9.959,100.566238946174
9.96,99.8509867888264
9.961,99.1338089625013
9.962,98.4147368964425
9.963,97.6938026235718
9.964,96.971038775854
9.965,96.2464785792742
9.966,95.5201558484384
9.967,94.7921049807752
9.968,94.0623609503621
9.969,93.3309593013582
9.97,92.5979361410447
9.971,91.8633281324815
9.972,91.1271724867664
9.973,90.3895069549116
9.974,89.6503698193258
9.975,88.9097998849086
9.976,88.167836469763
9.977,87.4245193955125
9.978,86.6798889772457
9.979,85.9339860130725
9.98,85.1868517733057
9.981,84.4385279892685
9.982,83.689056841729
9.983,82.9384809489669
9.984,82.1868433544827
9.985,81.4341875143433
9.986,80.6805572841824
9.987,79.9259969058451
9.988,79.1705509937038
9.989,78.4142645206311
9.99,77.6571828036524
9.991,76.8993514892794
9.992,76.140816538529
9.993,75.3816242116463
9.994,74.62182105253
9.995,73.8614538728757
9.996,73.1005697360489
9.997,72.3392159406872
9.998,71.5774400040579
9.999,70.8152896451702
10,70.0528127676607
10.001,69.2900574424575
10.002,68.5270718902438
10.003,67.7639044637293
10.004,67.0006036297398
10.005,66.2372179511473
10.006,65.473796068648
10.007,64.710386682403
10.008,63.9470385335589
10.009,63.1838003856707
10.01,62.42072100602
10.011,61.657849146873
10.012,60.8952335266823
10.013,60.1329228112296
10.014,59.3709655947665
10.015,58.6094103811369
10.016,57.8483055649099
10.017,57.0876994125413
10.018,56.3276400435828
10.019,55.5681754119509
10.02,54.8093532872754
10.021,54.051221236346
10.022,53.293826604682
10.023,52.5372164982195
10.024,51.7814377651692
10.025,51.026536978027
10.026,50.272560415778
10.027,49.5195540463047
10.028,48.7675635090143
10.029,48.0166340977014
10.03,47.2668107436676
10.031,46.5181379991107
10.032,45.7706600208078
10.033,45.0244205540813
10.034,44.2794629171051
10.035,43.5358299855283
10.036,42.7935641774532
10.037,42.052707438772
10.038,41.3133012288754
10.039,40.5753865067507
10.04,39.8390037174806
10.041,39.1041927791514
10.042,38.3709930701816
10.043,37.6394434170882
10.044,36.9095820826896
10.045,36.1814467547663
10.046,35.4550745351755
10.047,34.7305019294391
10.048,34.0077648368041
10.049,33.2868985407829
10.05,32.5679377001812
